file_log,waktu_dijalankan,waktu_selesai,selesai,status_eksekusi,status_log_asli,mode_siklus,durasi_detik,total_jarak_mm,jumlah_segmen_tercatat,jumlah_segmen_selesai,jumlah_segmen_tidak_selesai,status_segmen,indeks_segmen_tidak_selesai,data_error,detail_error_catatan
run_cycle_off_stopped_partial_20260826_110505_149282.csv,2026-08-26T11:05:05.149,2026-08-26T11:05:18.838,Tidak,Tidak selesai / dihentikan,stopped_partial,off,13.694342,60.41523,1,0,1,queued_or_interrupted,1,Tidak,stopped_partial; 1 segmen belum selesai (segmen 1)
run_cycle_off_stopped_partial_20260826_111102_786453.csv,2026-08-26T11:11:02.786,2026-08-26T11:11:24.734,Tidak,Tidak selesai / dihentikan,stopped_partial,off,21.950661,190,1,0,1,queued_or_interrupted,1,Tidak,stopped_partial; 1 segmen belum selesai (segmen 1)
run_cycle_off_stopped_partial_20260826_111142_892326.csv,2026-08-26T11:11:42.892,2026-08-26T11:11:51.064,Tidak,Tidak selesai / dihentikan,stopped_partial,off,8.171638,190,1,0,1,queued_or_interrupted,1,Tidak,stopped_partial; 1 segmen belum selesai (segmen 1)
run_cycle_off_stopped_partial_20260826_111544_355311.csv,2026-08-26T11:15:44.355,2026-08-26T11:15:49.911,Tidak,Tidak selesai / dihentikan,stopped_partial,off,5.557622,190,1,0,1,queued_or_interrupted,1,Tidak,stopped_partial; 1 segmen belum selesai (segmen 1)
run_cycle_off_stopped_partial_20260826_111605_963350.csv,2026-08-26T11:16:05.963,2026-08-26T11:16:26.349,Tidak,Tidak selesai / dihentikan,stopped_partial,off,20.38433,639.092721,4,3,1,done | queued_or_interrupted,4,Tidak,stopped_partial; 1 segmen belum selesai (segmen 4)
run_cycle_off_stopped_partial_20260826_111704_076925.csv,2026-08-26T11:17:04.076,2026-08-26T11:17:57.164,Tidak,Tidak selesai / dihentikan,stopped_partial,off,53.089624,2025.980166,13,12,1,done | queued_or_interrupted,13,Tidak,stopped_partial; 1 segmen belum selesai (segmen 13)
run_cycle_off_stopped_partial_20260826_114012_659108.csv,2026-08-26T11:40:12.659,2026-08-26T11:41:05.158,Tidak,Tidak selesai / dihentikan,stopped_partial,off,52.503955,1607.082804,12,11,1,done | queued_or_interrupted,12,Tidak,stopped_partial; 1 segmen belum selesai (segmen 12)
run_cycle_off_completed_20260826_114230_125726.csv,2026-08-26T11:42:30.125,2026-08-26T11:45:06.441,Ya,Selesai,completed,off,156.315205,5855.492316,36,36,0,done,,Tidak,
run_cycle_off_stopped_partial_20260826_121133_790392.csv,2026-08-26T12:11:33.790,2026-08-26T12:11:46.182,Tidak,Tidak selesai / dihentikan,stopped_partial,off,12.392023,634.057194,4,3,1,done | queued_or_interrupted,4,Tidak,stopped_partial; 1 segmen belum selesai (segmen 4)
run_cycle_off_completed_20260826_121240_827568.csv,2026-08-26T12:12:40.827,2026-08-26T12:15:18.709,Ya,Selesai,completed,off,157.886958,5855.492316,36,36,0,done,,Tidak,
run_cycle_off_completed_20260826_121609_704760.csv,2026-08-26T12:16:09.704,2026-08-26T12:18:46.731,Ya,Selesai,completed,off,157.020909,5855.27803,36,36,0,done,,Tidak,
run_cycle_off_completed_20260826_121947_983535.csv,2026-08-26T12:19:47.983,2026-08-26T12:22:48.818,Ya,Selesai,completed,off,180.83351,5855.492316,36,36,0,done,,Tidak,
run_cycle_off_completed_20260826_122338_674773.csv,2026-08-26T12:23:38.674,2026-08-26T12:26:18.844,Ya,Selesai,completed,off,160.170301,5855.492316,36,36,0,done,,Tidak,
run_cycle_off_completed_20260826_122713_913957.csv,2026-08-26T12:27:13.913,2026-08-26T12:29:57.502,Ya,Selesai,completed,off,163.592134,5855.492316,36,36,0,done,,Tidak,
run_cycle_off_completed_20260826_123108_912311.csv,2026-08-26T12:31:08.912,2026-08-26T12:33:44.046,Ya,Selesai,completed,off,155.136841,5855.492316,36,36,0,done,,Tidak,
run_cycle_off_completed_20260826_123433_997195.csv,2026-08-26T12:34:33.997,2026-08-26T12:37:10.526,Ya,Selesai,completed,off,156.528498,5855.563745,36,36,0,done,,Tidak,
run_cycle_off_completed_20260826_123754_398283.csv,2026-08-26T12:37:54.398,2026-08-26T12:40:33.235,Ya,Selesai,completed,off,158.838538,5855.492316,36,36,0,done,,Tidak,
run_cycle_off_completed_20260826_124123_337396.csv,2026-08-26T12:41:23.337,2026-08-26T12:43:59.668,Ya,Selesai,completed,off,156.332462,5855.492316,36,36,0,done,,Tidak,
run_cycle_off_completed_20260826_124455_924443.csv,2026-08-26T12:44:55.924,2026-08-26T12:47:34.885,Ya,Selesai,completed,off,158.95295,5855.420887,36,36,0,done,,Tidak,
run_cycle_off_stopped_partial_20260826_124820_511606.csv,2026-08-26T12:48:20.511,2026-08-26T12:49:29.312,Tidak,Tidak selesai / dihentikan,stopped_partial,off,68.802237,2512.363146,16,15,1,done | queued_or_interrupted,16,Tidak,stopped_partial; 1 segmen belum selesai (segmen 16)
run_cycle_off_error_partial_20260826_131250_614496.csv,2026-08-26T13:12:50.614,2026-08-26T13:12:54.805,Tidak,Tidak selesai / error,error_partial,off,4.190467,190,1,0,1,queued_or_interrupted,1,Ya,error_partial; 1 segmen queued_or_interrupted
run_cycle_off_completed_20260826_131317_224129.csv,2026-08-26T13:13:17.224,2026-08-26T13:15:59.746,Ya,Selesai,completed,off,162.522982,5855.420887,36,36,0,done,,Tidak,
run_cycle_off_error_partial_20260826_131647_905073.csv,2026-08-26T13:16:47.905,2026-08-26T13:16:50.390,Tidak,Tidak selesai / error,error_partial,off,2.48568,190,1,0,1,queued_or_interrupted,1,Ya,error_partial; 1 segmen queued_or_interrupted
run_cycle_off_error_partial_20260826_131701_588651.csv,2026-08-26T13:17:01.588,2026-08-26T13:17:03.955,Tidak,Tidak selesai / error,error_partial,off,2.371795,190,1,0,1,queued_or_interrupted,1,Ya,error_partial; 1 segmen queued_or_interrupted
run_cycle_off_completed_20260826_131716_215849.csv,2026-08-26T13:17:16.215,2026-08-26T13:19:55.675,Ya,Selesai,completed,off,159.462617,5855.349459,36,36,0,done,,Tidak,
run_cycle_off_completed_20260826_132059_113027.csv,2026-08-26T13:20:59.113,2026-08-26T13:23:41.616,Ya,Selesai,completed,off,162.507542,5855.420887,36,36,0,done,,Tidak,
run_cycle_off_completed_20260826_132443_537026.csv,2026-08-26T13:24:43.537,2026-08-26T13:27:30.221,Ya,Selesai,completed,off,166.683856,5855.492316,36,36,0,done,,Tidak,
run_cycle_off_completed_20260826_132831_968990.csv,2026-08-26T13:28:31.968,2026-08-26T13:31:11.960,Ya,Selesai,completed,off,159.998565,5855.492316,36,36,0,done,,Tidak,
run_cycle_off_completed_20260826_133215_083196.csv,2026-08-26T13:32:15.083,2026-08-26T13:34:51.182,Ya,Selesai,completed,off,156.093251,5855.492316,36,36,0,done,,Tidak,
run_cycle_off_completed_20260826_133547_671696.csv,2026-08-26T13:35:47.671,2026-08-26T13:38:29.390,Ya,Selesai,completed,off,161.722559,5855.492316,36,36,0,done,,Tidak,
run_cycle_off_stopped_partial_20260826_133920_346484.csv,2026-08-26T13:39:20.346,2026-08-26T13:39:30.501,Tidak,Tidak selesai / dihentikan,stopped_partial,off,10.15571,634.27148,4,3,1,done | queued_or_interrupted,4,Tidak,stopped_partial; 1 segmen belum selesai (segmen 4)
run_cycle_off_error_partial_20260826_133946_871290.csv,2026-08-26T13:39:46.871,2026-08-26T13:40:01.052,Tidak,Tidak selesai / error,error_partial,off,14.186265,634.27148,4,3,1,done | queued_or_interrupted,4,Ya,error_partial; 1 segmen queued_or_interrupted
run_cycle_off_completed_20260826_134059_916379.csv,2026-08-26T13:40:59.916,2026-08-26T13:43:45.598,Ya,Selesai,completed,off,165.682509,5855.492316,36,36,0,done,,Tidak,
run_cycle_off_stopped_partial_20260826_134441_600378.csv,2026-08-26T13:44:41.600,2026-08-26T13:44:56.955,Tidak,Tidak selesai / dihentikan,stopped_partial,off,15.359119,634.057194,4,3,1,done | queued_or_interrupted,4,Tidak,stopped_partial; 1 segmen belum selesai (segmen 4)
run_cycle_off_stopped_partial_20260826_134604_148225.csv,2026-08-26T13:46:04.148,2026-08-26T13:49:08.851,Tidak,Tidak selesai / dihentikan,stopped_partial,off,184.716021,4066.31673,25,24,1,done | queued_or_interrupted,25,Tidak,stopped_partial; 1 segmen belum selesai (segmen 25)
run_cycle_off_stopped_partial_20260826_135015_209864.csv,2026-08-26T13:50:15.209,2026-08-26T13:51:34.939,Tidak,Tidak selesai / dihentikan,stopped_partial,off,79.726889,2562.291718,18,17,1,done | queued_or_interrupted,18,Tidak,stopped_partial; 1 segmen belum selesai (segmen 18)
run_cycle_off_completed_20260826_135251_984616.csv,2026-08-26T13:52:51.984,2026-08-26T13:55:32.231,Ya,Selesai,completed,off,160.244178,5855.563745,36,36,0,done,,Tidak,
run_cycle_off_completed_20260826_135621_429264.csv,2026-08-26T13:56:21.429,2026-08-26T13:59:02.775,Ya,Selesai,completed,off,161.346033,5855.492316,36,36,0,done,,Tidak,
run_cycle_off_stopped_partial_20260826_135948_742332.csv,2026-08-26T13:59:48.742,2026-08-26T14:01:45.715,Tidak,Tidak selesai / dihentikan,stopped_partial,off,116.970809,4091.31673,26,25,1,done | queued_or_interrupted,26,Tidak,stopped_partial; 1 segmen belum selesai (segmen 26)
run_cycle_off_completed_20260826_140229_549049.csv,2026-08-26T14:02:29.549,2026-08-26T14:05:08.208,Ya,Selesai,completed,off,158.665552,5855.492316,36,36,0,done,,Tidak,
run_cycle_off_completed_20260826_140619_735313.csv,2026-08-26T14:06:19.735,2026-08-26T14:09:03.482,Ya,Selesai,completed,off,163.753699,5855.492316,36,36,0,done,,Tidak,
run_cycle_off_completed_20260826_140954_685166.csv,2026-08-26T14:09:54.685,2026-08-26T14:12:38.511,Ya,Selesai,completed,off,163.821065,5855.492316,36,36,0,done,,Tidak,
run_cycle_off_stopped_partial_20260827_095932_878986.csv,2026-08-27T09:59:32.878,2026-08-27T10:00:01.623,Tidak,Tidak selesai / dihentikan,stopped_partial,off,28.750675,1088.185442,7,6,1,done | queued_or_interrupted,7,Tidak,stopped_partial; 1 segmen belum selesai (segmen 7)
run_cycle_off_completed_20260827_100028_289673.csv,2026-08-27T10:00:28.289,2026-08-27T10:03:07.456,Ya,Selesai,completed,off,159.163413,5868.747844,36,36,0,done,,Tidak,
run_cycle_off_completed_20260827_100534_216693.csv,2026-08-27T10:05:34.216,2026-08-27T10:08:12.039,Ya,Selesai,completed,off,157.826577,5868.747844,36,36,0,done,,Tidak,
run_cycle_off_completed_20260827_101926_846544.csv,2026-08-27T10:19:26.846,2026-08-27T10:21:59.601,Ya,Selesai,completed,off,152.753539,5868.747844,36,36,0,done,,Tidak,
run_cycle_off_completed_20260827_103258_391367.csv,2026-08-27T10:32:58.391,2026-08-27T10:35:38.253,Ya,Selesai,completed,off,159.8619,5868.747844,36,36,0,done,,Tidak,
run_cycle_off_error_partial_20260827_103632_855907.csv,2026-08-27T10:36:32.855,2026-08-27T10:38:28.667,Tidak,Tidak selesai / error,error_partial,off,115.817206,4642.945672,28,27,1,done | queued_or_interrupted,28,Ya,error_partial; 1 segmen queued_or_interrupted
run_cycle_off_completed_20260827_104034_657740.csv,2026-08-27T10:40:34.657,2026-08-27T10:43:09.767,Ya,Selesai,completed,off,155.123262,5868.747844,36,36,0,done,,Tidak,
run_cycle_off_stopped_partial_20260827_104411_115943.csv,2026-08-27T10:44:11.115,2026-08-27T10:45:54.692,Tidak,Tidak selesai / dihentikan,stopped_partial,off,103.572231,4075.959212,25,24,1,done | queued_or_interrupted,25,Tidak,stopped_partial; 1 segmen belum selesai (segmen 25)
run_cycle_off_error_partial_20260827_104635_485389.csv,2026-08-27T10:46:35.485,2026-08-27T10:48:03.664,Tidak,Tidak selesai / error,error_partial,off,88.175436,3546.780866,22,21,1,done | queued_or_interrupted,22,Ya,error_partial; 1 segmen queued_or_interrupted
run_cycle_off_error_partial_20260827_105121_697985.csv,2026-08-27T10:51:21.697,2026-08-27T10:51:24.076,Tidak,Tidak selesai / error,error_partial,off,2.390015,190,1,0,1,queued_or_interrupted,1,Ya,error_partial; 1 segmen queued_or_interrupted
run_cycle_off_completed_20260827_105134_472046.csv,2026-08-27T10:51:34.472,2026-08-27T10:54:13.049,Ya,Selesai,completed,off,158.582722,5868.747844,36,36,0,done,,Tidak,
run_cycle_off_stopped_partial_20260827_105500_788434.csv,2026-08-27T10:55:00.788,2026-08-27T10:56:41.818,Tidak,Tidak selesai / dihentikan,stopped_partial,off,101.042698,3546.852294,22,21,1,done | queued_or_interrupted,22,Tidak,stopped_partial; 1 segmen belum selesai (segmen 22)
run_cycle_off_stopped_partial_20260827_105916_097890.csv,2026-08-27T10:59:16.097,2026-08-27T11:00:07.927,Tidak,Tidak selesai / dihentikan,stopped_partial,off,51.838846,2025.980166,13,12,1,done | queued_or_interrupted,13,Tidak,stopped_partial; 1 segmen belum selesai (segmen 13)
run_cycle_off_completed_20260827_110043_009057.csv,2026-08-27T11:00:43.009,2026-08-27T11:03:16.426,Ya,Selesai,completed,off,153.420579,5868.747844,36,36,0,done,,Tidak,
run_cycle_off_completed_20260827_110417_742060.csv,2026-08-27T11:04:17.742,2026-08-27T11:06:52.125,Ya,Selesai,completed,off,154.394458,5868.747844,36,36,0,done,,Tidak,
run_cycle_off_completed_20260827_110752_658755.csv,2026-08-27T11:07:52.658,2026-08-27T11:10:31.848,Ya,Selesai,completed,off,159.200098,5868.747844,36,36,0,done,,Tidak,
run_cycle_off_completed_20260827_111122_424539.csv,2026-08-27T11:11:22.424,2026-08-27T11:13:54.837,Ya,Selesai,completed,off,152.417702,5868.747844,36,36,0,done,,Tidak,
run_cycle_off_completed_20260827_111501_042736.csv,2026-08-27T11:15:01.042,2026-08-27T11:17:35.967,Ya,Selesai,completed,off,154.9216,5868.747844,36,36,0,done,,Tidak,
run_cycle_off_stopped_partial_20260827_111831_685415.csv,2026-08-27T11:18:31.685,2026-08-27T11:19:45.251,Tidak,Tidak selesai / dihentikan,stopped_partial,off,73.567766,2546.9342,17,16,1,done | queued_or_interrupted,17,Tidak,stopped_partial; 1 segmen belum selesai (segmen 17)
run_cycle_off_completed_20260827_112212_199656.csv,2026-08-27T11:22:12.199,2026-08-27T11:24:47.489,Ya,Selesai,completed,off,155.29449,5868.747844,36,36,0,done,,Tidak,
run_cycle_off_error_partial_20260827_112539_140854.csv,2026-08-27T11:25:39.140,2026-08-27T11:27:10.096,Tidak,Tidak selesai / error,error_partial,off,90.958795,3546.852294,22,21,1,done | queued_or_interrupted,22,Ya,error_partial; 1 segmen queued_or_interrupted
run_cycle_off_stopped_partial_20260827_112837_958984.csv,2026-08-27T11:28:37.958,2026-08-27T11:30:04.989,Tidak,Tidak selesai / dihentikan,stopped_partial,off,87.031183,3042.888233,20,20,0,done,,Tidak,"stopped_partial; semua segmen yang tercatat berstatus done, tetapi run tidak berstatus completed"
run_cycle_off_stopped_partial_20260827_113219_329645.csv,2026-08-27T11:32:19.329,2026-08-27T11:32:31.080,Tidak,Tidak selesai / dihentikan,stopped_partial,off,11.749219,639.026054,4,3,1,done | queued_or_interrupted,4,Tidak,stopped_partial; 1 segmen belum selesai (segmen 4)
run_cycle_off_stopped_partial_20260827_113256_623751.csv,2026-08-27T11:32:56.623,2026-08-27T11:33:08.575,Tidak,Tidak selesai / dihentikan,stopped_partial,off,11.949935,639.092721,4,3,1,done | queued_or_interrupted,4,Tidak,stopped_partial; 1 segmen belum selesai (segmen 4)
run_cycle_off_error_partial_20260827_113329_608857.csv,2026-08-27T11:33:29.608,2026-08-27T11:33:29.843,Tidak,Tidak selesai / error,error_partial,off,0.239538,0,1,0,1,no_segment_sent,0,Ya,error_partial; tidak ada segmen yang dikirim (no_segment_sent)
run_cycle_off_error_partial_20260827_113338_709883.csv,2026-08-27T11:33:38.709,2026-08-27T11:35:39.441,Tidak,Tidak selesai / error,error_partial,off,120.731792,4642.945672,28,27,1,done | queued_or_interrupted,28,Ya,error_partial; 1 segmen queued_or_interrupted
run_cycle_off_stopped_partial_20260827_113716_984037.csv,2026-08-27T11:37:16.984,2026-08-27T11:37:27.164,Tidak,Tidak selesai / dihentikan,stopped_partial,off,10.193169,190,1,0,1,queued_or_interrupted,1,Tidak,stopped_partial; 1 segmen belum selesai (segmen 1)
run_cycle_off_stopped_partial_20260827_113743_482553.csv,2026-08-27T11:37:43.482,2026-08-27T11:37:57.578,Tidak,Tidak selesai / dihentikan,stopped_partial,off,14.096681,639.092721,4,3,1,done | queued_or_interrupted,4,Tidak,stopped_partial; 1 segmen belum selesai (segmen 4)
run_cycle_off_stopped_partial_20260827_113811_144848.csv,2026-08-27T11:38:11.144,2026-08-27T11:38:59.524,Tidak,Tidak selesai / dihentikan,stopped_partial,off,48.38192,1557.082804,10,9,1,done | queued_or_interrupted,10,Tidak,stopped_partial; 1 segmen belum selesai (segmen 10)
run_cycle_off_stopped_partial_20260827_114120_978310.csv,2026-08-27T11:41:20.978,2026-08-27T11:41:48.441,Tidak,Tidak selesai / dihentikan,stopped_partial,off,27.470555,1088.185442,7,6,1,done | queued_or_interrupted,7,Tidak,stopped_partial; 1 segmen belum selesai (segmen 7)
run_cycle_off_error_partial_20260827_114215_440058.csv,2026-08-27T11:42:15.440,2026-08-27T11:42:17.486,Tidak,Tidak selesai / error,error_partial,off,2.049203,190,1,0,1,queued_or_interrupted,1,Ya,error_partial; 1 segmen queued_or_interrupted
run_cycle_off_completed_20260827_114224_823910.csv,2026-08-27T11:42:24.823,2026-08-27T11:45:05.114,Ya,Selesai,completed,off,160.290877,5868.747844,36,36,0,done,,Tidak,
run_cycle_off_completed_20260827_114545_469902.csv,2026-08-27T11:45:45.469,2026-08-27T11:48:24.977,Ya,Selesai,completed,off,159.507381,5868.747844,36,36,0,done,,Tidak,
run_cycle_off_error_partial_20260827_115007_024040.csv,2026-08-27T11:50:07.024,2026-08-27T11:52:35.121,Tidak,Tidak selesai / error,error_partial,off,148.098946,5818.676416,34,33,1,done | queued_or_interrupted,34,Ya,error_partial; 1 segmen queued_or_interrupted
run_cycle_off_error_partial_20260827_115406_710891.csv,2026-08-27T11:54:06.710,2026-08-27T11:54:06.958,Tidak,Tidak selesai / error,error_partial,off,0.246387,0,1,0,1,no_segment_sent,0,Ya,error_partial; tidak ada segmen yang dikirim (no_segment_sent)
run_cycle_off_stopped_partial_20260827_115413_945862.csv,2026-08-27T11:54:13.945,2026-08-27T11:54:20.609,Tidak,Tidak selesai / dihentikan,stopped_partial,off,6.662967,190,1,0,1,queued_or_interrupted,1,Tidak,stopped_partial; 1 segmen belum selesai (segmen 1)
run_cycle_off_stopped_partial_20260827_115451_487463.csv,2026-08-27T11:54:51.487,2026-08-27T11:56:11.440,Tidak,Tidak selesai / dihentikan,stopped_partial,off,79.955617,3017.888233,19,18,1,done | queued_or_interrupted,19,Tidak,stopped_partial; 1 segmen belum selesai (segmen 19)
run_cycle_off_error_partial_20260827_115731_544423.csv,2026-08-27T11:57:31.544,2026-08-27T11:58:10.125,Tidak,Tidak selesai / error,error_partial,off,38.580868,1557.082804,10,9,1,done | queued_or_interrupted,10,Ya,error_partial; 1 segmen queued_or_interrupted
run_cycle_off_stopped_partial_20260827_115930_115966.csv,2026-08-27T11:59:30.115,2026-08-27T11:59:36.644,Tidak,Tidak selesai / dihentikan,stopped_partial,off,6.53223,190,1,0,1,queued_or_interrupted,1,Tidak,stopped_partial; 1 segmen belum selesai (segmen 1)
run_cycle_off_error_partial_20260827_120016_574112.csv,2026-08-27T12:00:16.574,2026-08-27T12:00:16.813,Tidak,Tidak selesai / error,error_partial,off,0.244586,0,1,0,1,no_segment_sent,0,Ya,error_partial; tidak ada segmen yang dikirim (no_segment_sent)
run_cycle_off_error_partial_20260827_120025_408177.csv,2026-08-27T12:00:25.408,2026-08-27T12:00:25.657,Tidak,Tidak selesai / error,error_partial,off,0.252143,0,1,0,1,no_segment_sent,0,Ya,error_partial; tidak ada segmen yang dikirim (no_segment_sent)
run_cycle_off_stopped_partial_20260827_120030_432338.csv,2026-08-27T12:00:30.432,2026-08-27T12:02:55.636,Tidak,Tidak selesai / dihentikan,stopped_partial,off,145.211521,4642.945672,28,27,1,done | queued_or_interrupted,28,Tidak,stopped_partial; 1 segmen belum selesai (segmen 28)
run_cycle_off_error_partial_20260827_122708_132428.csv,2026-08-27T12:27:08.132,2026-08-27T12:27:08.853,Tidak,Tidak selesai / error,error_partial,off,0.722566,0,1,0,1,no_segment_sent,0,Ya,error_partial; tidak ada segmen yang dikirim (no_segment_sent)
run_cycle_off_completed_20260827_122718_828269.csv,2026-08-27T12:27:18.828,2026-08-27T12:30:01.449,Ya,Selesai,completed,off,162.621421,5868.747844,36,36,0,done,,Tidak,
run_cycle_off_completed_20260827_123322_813855.csv,2026-08-27T12:33:22.813,2026-08-27T12:36:05.406,Ya,Selesai,completed,off,162.587313,5868.747844,36,36,0,done,,Tidak,
run_cycle_off_stopped_partial_20260827_123641_886128.csv,2026-08-27T12:36:41.886,2026-08-27T12:37:59.795,Tidak,Tidak selesai / dihentikan,stopped_partial,off,77.908911,3017.888233,19,18,1,done | queued_or_interrupted,19,Tidak,stopped_partial; 1 segmen belum selesai (segmen 19)
run_cycle_off_completed_20260827_123836_289976.csv,2026-08-27T12:38:36.289,2026-08-27T12:41:13.874,Ya,Selesai,completed,off,157.594298,5868.747844,36,36,0,done,,Tidak,
