run_started_at,run_finished_at,run_status,cycle_mode,total_time_s,total_distance_mm,segment_index,queued_at,done_at,segment_status,pass_label,mode,action_label,start_x_mm,start_y_mm,start_z_mm,end_x_mm,end_y_mm,end_z_mm,dx_mm,dy_mm,dz_mm,distance_mm,arc_center_x_mm,arc_center_y_mm,arc_sweep_deg
2026-08-26T13:13:17.224,2026-08-26T13:15:59.746,completed,off,162.522982,5855.420887,1,2026-08-26T13:13:19.095,2026-08-26T13:13:23.361,done,awal,LINE,,0.000000,0.000000,0.071429,0.000000,0.000000,190.000000,0.000000,0.000000,189.928571,189.928571,,,
2026-08-26T13:13:17.224,2026-08-26T13:15:59.746,completed,off,162.522982,5855.420887,2,2026-08-26T13:13:23.612,2026-08-26T13:13:24.611,done,awal,ACTION_GOTO,DOWN,0.000000,0.000000,190.000000,0.000000,0.000000,215.000000,0.000000,0.000000,25.000000,25.000000,,,
2026-08-26T13:13:17.224,2026-08-26T13:15:59.746,completed,off,162.522982,5855.420887,3,2026-08-26T13:13:25.658,2026-08-26T13:13:26.682,done,awal,ACTION_GOTO,UP,0.000000,0.000000,215.000000,0.000000,0.000000,190.000000,0.000000,0.000000,-25.000000,25.000000,,,
2026-08-26T13:13:17.224,2026-08-26T13:15:59.746,completed,off,162.522982,5855.420887,4,2026-08-26T13:13:26.692,2026-08-26T13:13:39.248,done,awal,LINE,,0.000000,0.000000,190.000000,380.000000,105.000000,185.000000,380.000000,105.000000,-5.000000,394.271480,,,
2026-08-26T13:13:17.224,2026-08-26T13:15:59.746,completed,off,162.522982,5855.420887,5,2026-08-26T13:13:39.394,2026-08-26T13:13:40.635,done,awal,ACTION_GOTO,DOWN,380.000000,105.000000,185.000000,380.000000,105.000000,210.000000,0.000000,0.000000,25.000000,25.000000,,,
2026-08-26T13:13:17.224,2026-08-26T13:15:59.746,completed,off,162.522982,5855.420887,6,2026-08-26T13:13:41.645,2026-08-26T13:13:42.718,done,awal,ACTION_GOTO,UP,380.000000,105.000000,210.000000,380.000000,105.000000,185.000000,0.000000,0.000000,-25.000000,25.000000,,,
2026-08-26T13:13:17.224,2026-08-26T13:15:59.746,completed,off,162.522982,5855.420887,7,2026-08-26T13:13:42.730,2026-08-26T13:13:50.153,done,awal,LINE,,380.000000,105.000000,185.000000,0.000000,0.000000,190.000000,-380.000000,-105.000000,5.000000,394.271480,,,
2026-08-26T13:13:17.224,2026-08-26T13:15:59.746,completed,off,162.522982,5855.420887,8,2026-08-26T13:13:50.282,2026-08-26T13:13:51.117,done,awal,ACTION_GOTO,DOWN,0.000000,0.000000,190.000000,0.000000,0.000000,215.000000,0.000000,0.000000,25.000000,25.000000,,,
2026-08-26T13:13:17.224,2026-08-26T13:15:59.746,completed,off,162.522982,5855.420887,9,2026-08-26T13:13:52.139,2026-08-26T13:13:53.371,done,awal,ACTION_GOTO,UP,0.000000,0.000000,215.000000,0.000000,0.000000,190.000000,0.000000,0.000000,-25.000000,25.000000,,,
2026-08-26T13:13:17.224,2026-08-26T13:15:59.746,completed,off,162.522982,5855.420887,10,2026-08-26T13:13:53.622,2026-08-26T13:14:05.964,done,awal,LINE,,0.000000,0.000000,190.000000,385.000000,165.000000,185.000000,385.000000,165.000000,-5.000000,418.897362,,,
2026-08-26T13:13:17.224,2026-08-26T13:15:59.746,completed,off,162.522982,5855.420887,11,2026-08-26T13:14:06.237,2026-08-26T13:14:07.412,done,awal,ACTION_GOTO,DOWN,385.000000,165.000000,185.000000,385.000000,165.000000,210.000000,0.000000,0.000000,25.000000,25.000000,,,
2026-08-26T13:13:17.224,2026-08-26T13:15:59.746,completed,off,162.522982,5855.420887,12,2026-08-26T13:14:08.425,2026-08-26T13:14:09.435,done,awal,ACTION_GOTO,UP,385.000000,165.000000,210.000000,385.000000,165.000000,185.000000,0.000000,0.000000,-25.000000,25.000000,,,
