run_started_at,run_finished_at,run_status,cycle_mode,total_time_s,total_distance_mm,segment_index,queued_at,done_at,segment_status,pass_label,mode,action_label,start_x_mm,start_y_mm,start_z_mm,end_x_mm,end_y_mm,end_z_mm,dx_mm,dy_mm,dz_mm,distance_mm,arc_center_x_mm,arc_center_y_mm,arc_sweep_deg
2026-08-27T13:07:15.492,2026-08-27T13:09:52.781,stopped_partial,off,157.286312,5818.247844,1,2026-08-27T13:07:16.839,2026-08-27T13:07:21.437,done,awal,LINE,,0.000000,0.000000,0.500000,0.000000,0.000000,190.000000,0.000000,0.000000,189.500000,189.500000,,,
2026-08-27T13:07:15.492,2026-08-27T13:09:52.781,stopped_partial,off,157.286312,5818.247844,2,2026-08-27T13:07:21.574,2026-08-27T13:07:22.472,done,awal,ACTION_GOTO,DOWN,0.000000,0.000000,190.000000,0.000000,0.000000,215.000000,0.000000,0.000000,25.000000,25.000000,,,
2026-08-27T13:07:15.492,2026-08-27T13:09:52.781,stopped_partial,off,157.286312,5818.247844,3,2026-08-27T13:07:23.474,2026-08-27T13:07:24.516,done,awal,ACTION_GOTO,UP,0.000000,0.000000,215.000000,0.000000,0.000000,190.000000,0.000000,0.000000,-25.000000,25.000000,,,
2026-08-27T13:07:15.492,2026-08-27T13:09:52.781,stopped_partial,off,157.286312,5818.247844,4,2026-08-27T13:07:24.516,2026-08-27T13:07:35.937,done,awal,LINE,,0.000000,0.000000,190.000000,385.000000,105.000000,185.000000,385.000000,105.000000,-5.000000,399.092721,,,
2026-08-27T13:07:15.492,2026-08-27T13:09:52.781,stopped_partial,off,157.286312,5818.247844,5,2026-08-27T13:07:36.071,2026-08-27T13:07:36.952,done,awal,ACTION_GOTO,DOWN,385.000000,105.000000,185.000000,385.000000,105.000000,210.000000,0.000000,0.000000,25.000000,25.000000,,,
2026-08-27T13:07:15.492,2026-08-27T13:09:52.781,stopped_partial,off,157.286312,5818.247844,6,2026-08-27T13:07:37.982,2026-08-27T13:07:38.965,done,awal,ACTION_GOTO,UP,385.000000,105.000000,210.000000,385.000000,105.000000,185.000000,0.000000,0.000000,-25.000000,25.000000,,,
2026-08-27T13:07:15.492,2026-08-27T13:09:52.781,stopped_partial,off,157.286312,5818.247844,7,2026-08-27T13:07:38.965,2026-08-27T13:07:47.349,done,awal,LINE,,385.000000,105.000000,185.000000,0.000000,0.000000,190.000000,-385.000000,-105.000000,5.000000,399.092721,,,
2026-08-27T13:07:15.492,2026-08-27T13:09:52.781,stopped_partial,off,157.286312,5818.247844,8,2026-08-27T13:07:47.498,2026-08-27T13:07:48.653,done,awal,ACTION_GOTO,DOWN,0.000000,0.000000,190.000000,0.000000,0.000000,215.000000,0.000000,0.000000,25.000000,25.000000,,,
2026-08-27T13:07:15.492,2026-08-27T13:09:52.781,stopped_partial,off,157.286312,5818.247844,9,2026-08-27T13:07:49.683,2026-08-27T13:07:50.815,done,awal,ACTION_GOTO,UP,0.000000,0.000000,215.000000,0.000000,0.000000,190.000000,0.000000,0.000000,-25.000000,25.000000,,,
2026-08-27T13:07:15.492,2026-08-27T13:09:52.781,stopped_partial,off,157.286312,5818.247844,10,2026-08-27T13:07:50.948,2026-08-27T13:08:02.403,done,awal,LINE,,0.000000,0.000000,190.000000,385.000000,165.000000,185.000000,385.000000,165.000000,-5.000000,418.897362,,,
