run_started_at,run_finished_at,run_status,cycle_mode,total_time_s,total_distance_mm,segment_index,queued_at,done_at,segment_status,pass_label,mode,action_label,start_x_mm,start_y_mm,start_z_mm,end_x_mm,end_y_mm,end_z_mm,dx_mm,dy_mm,dz_mm,distance_mm,arc_center_x_mm,arc_center_y_mm,arc_sweep_deg
2026-08-26T13:46:04.148,2026-08-26T13:49:08.851,stopped_partial,off,184.716021,4066.316730,1,2026-08-26T13:46:05.895,2026-08-26T13:46:10.096,done,awal,LINE,,0.000000,0.000000,0.000000,0.000000,0.000000,190.000000,0.000000,0.000000,190.000000,190.000000,,,
2026-08-26T13:46:04.148,2026-08-26T13:49:08.851,stopped_partial,off,184.716021,4066.316730,2,2026-08-26T13:46:10.230,2026-08-26T13:46:11.100,done,awal,ACTION_GOTO,DOWN,0.000000,0.000000,190.000000,0.000000,0.000000,215.000000,0.000000,0.000000,25.000000,25.000000,,,
2026-08-26T13:46:04.148,2026-08-26T13:49:08.851,stopped_partial,off,184.716021,4066.316730,3,2026-08-26T13:46:12.130,2026-08-26T13:46:13.452,done,awal,ACTION_GOTO,UP,0.000000,0.000000,215.000000,0.000000,0.000000,190.000000,0.000000,0.000000,-25.000000,25.000000,,,
2026-08-26T13:46:04.148,2026-08-26T13:49:08.851,stopped_partial,off,184.716021,4066.316730,4,2026-08-26T13:46:13.458,2026-08-26T13:46:26.015,done,awal,LINE,,0.000000,0.000000,190.000000,380.000000,105.000000,185.000000,380.000000,105.000000,-5.000000,394.271480,,,
2026-08-26T13:46:04.148,2026-08-26T13:49:08.851,stopped_partial,off,184.716021,4066.316730,5,2026-08-26T13:46:26.218,2026-08-26T13:46:27.249,done,awal,ACTION_GOTO,DOWN,380.000000,105.000000,185.000000,380.000000,105.000000,210.000000,0.000000,0.000000,25.000000,25.000000,,,
2026-08-26T13:46:04.148,2026-08-26T13:49:08.851,stopped_partial,off,184.716021,4066.316730,6,2026-08-26T13:46:28.273,2026-08-26T13:46:29.311,done,awal,ACTION_GOTO,UP,380.000000,105.000000,210.000000,380.000000,105.000000,185.000000,0.000000,0.000000,-25.000000,25.000000,,,
2026-08-26T13:46:04.148,2026-08-26T13:49:08.851,stopped_partial,off,184.716021,4066.316730,7,2026-08-26T13:46:29.311,2026-08-26T13:46:36.578,done,awal,LINE,,380.000000,105.000000,185.000000,0.000000,0.000000,190.000000,-380.000000,-105.000000,5.000000,394.271480,,,
2026-08-26T13:46:04.148,2026-08-26T13:49:08.851,stopped_partial,off,184.716021,4066.316730,8,2026-08-26T13:46:36.713,2026-08-26T13:46:37.563,done,awal,ACTION_GOTO,DOWN,0.000000,0.000000,190.000000,0.000000,0.000000,215.000000,0.000000,0.000000,25.000000,25.000000,,,
2026-08-26T13:46:04.148,2026-08-26T13:49:08.851,stopped_partial,off,184.716021,4066.316730,9,2026-08-26T13:46:38.758,2026-08-26T13:46:39.898,done,awal,ACTION_GOTO,UP,0.000000,0.000000,215.000000,0.000000,0.000000,190.000000,0.000000,0.000000,-25.000000,25.000000,,,
2026-08-26T13:46:04.148,2026-08-26T13:49:08.851,stopped_partial,off,184.716021,4066.316730,10,2026-08-26T13:46:39.905,2026-08-26T13:46:52.298,done,awal,LINE,,0.000000,0.000000,190.000000,385.000000,165.000000,185.000000,385.000000,165.000000,-5.000000,418.897362,,,
