run_started_at,run_finished_at,run_status,cycle_mode,total_time_s,total_distance_mm,segment_index,queued_at,done_at,segment_status,pass_label,mode,action_label,start_x_mm,start_y_mm,start_z_mm,end_x_mm,end_y_mm,end_z_mm,dx_mm,dy_mm,dz_mm,distance_mm,arc_center_x_mm,arc_center_y_mm,arc_sweep_deg
2026-08-27T09:59:32.878,2026-08-27T10:00:01.623,stopped_partial,off,28.750675,1088.185442,1,2026-08-27T09:59:34.195,2026-08-27T09:59:38.691,done,awal,LINE,,0.000000,0.000000,0.000000,0.000000,0.000000,190.000000,0.000000,0.000000,190.000000,190.000000,,,
2026-08-27T09:59:32.878,2026-08-27T10:00:01.623,stopped_partial,off,28.750675,1088.185442,2,2026-08-27T09:59:38.862,2026-08-27T09:59:39.973,done,awal,ACTION_GOTO,DOWN,0.000000,0.000000,190.000000,0.000000,0.000000,215.000000,0.000000,0.000000,25.000000,25.000000,,,
2026-08-27T09:59:32.878,2026-08-27T10:00:01.623,stopped_partial,off,28.750675,1088.185442,3,2026-08-27T09:59:41.003,2026-08-27T09:59:42.143,done,awal,ACTION_GOTO,UP,0.000000,0.000000,215.000000,0.000000,0.000000,190.000000,0.000000,0.000000,-25.000000,25.000000,,,
2026-08-27T09:59:32.878,2026-08-27T10:00:01.623,stopped_partial,off,28.750675,1088.185442,4,2026-08-27T09:59:42.160,2026-08-27T09:59:56.070,done,awal,LINE,,0.000000,0.000000,190.000000,385.000000,105.000000,185.000000,385.000000,105.000000,-5.000000,399.092721,,,
2026-08-27T09:59:32.878,2026-08-27T10:00:01.623,stopped_partial,off,28.750675,1088.185442,5,2026-08-27T09:59:56.201,2026-08-27T09:59:57.114,done,awal,ACTION_GOTO,DOWN,385.000000,105.000000,185.000000,385.000000,105.000000,210.000000,0.000000,0.000000,25.000000,25.000000,,,
2026-08-27T09:59:32.878,2026-08-27T10:00:01.623,stopped_partial,off,28.750675,1088.185442,6,2026-08-27T09:59:58.628,2026-08-27T09:59:59.693,done,awal,ACTION_GOTO,UP,385.000000,105.000000,210.000000,385.000000,105.000000,185.000000,0.000000,0.000000,-25.000000,25.000000,,,
2026-08-27T09:59:32.878,2026-08-27T10:00:01.623,stopped_partial,off,28.750675,1088.185442,7,2026-08-27T09:59:59.710,,queued_or_interrupted,awal,LINE,,385.000000,105.000000,185.000000,0.000000,0.000000,190.000000,-385.000000,-105.000000,5.000000,399.092721,,,
