run_started_at,run_finished_at,run_status,cycle_mode,total_time_s,total_distance_mm,segment_index,queued_at,done_at,segment_status,pass_label,mode,action_label,start_x_mm,start_y_mm,start_z_mm,end_x_mm,end_y_mm,end_z_mm,dx_mm,dy_mm,dz_mm,distance_mm,arc_center_x_mm,arc_center_y_mm,arc_sweep_deg
2026-08-27T10:19:26.846,2026-08-27T10:21:59.601,completed,off,152.753539,5868.747844,1,2026-08-27T10:19:27.922,2026-08-27T10:19:32.129,done,awal,LINE,,0.000000,0.000000,0.000000,0.000000,0.000000,190.000000,0.000000,0.000000,190.000000,190.000000,,,
2026-08-27T10:19:26.846,2026-08-27T10:21:59.601,completed,off,152.753539,5868.747844,2,2026-08-27T10:19:32.260,2026-08-27T10:19:33.101,done,awal,ACTION_GOTO,DOWN,0.000000,0.000000,190.000000,0.000000,0.000000,215.000000,0.000000,0.000000,25.000000,25.000000,,,
2026-08-27T10:19:26.846,2026-08-27T10:21:59.601,completed,off,152.753539,5868.747844,3,2026-08-27T10:19:34.140,2026-08-27T10:19:35.278,done,awal,ACTION_GOTO,UP,0.000000,0.000000,215.000000,0.000000,0.000000,190.000000,0.000000,0.000000,-25.000000,25.000000,,,
2026-08-27T10:19:26.846,2026-08-27T10:21:59.601,completed,off,152.753539,5868.747844,4,2026-08-27T10:19:35.294,2026-08-27T10:19:46.544,done,awal,LINE,,0.000000,0.000000,190.000000,385.000000,105.000000,185.000000,385.000000,105.000000,-5.000000,399.092721,,,
2026-08-27T10:19:26.846,2026-08-27T10:21:59.601,completed,off,152.753539,5868.747844,5,2026-08-27T10:19:46.692,2026-08-27T10:19:47.690,done,awal,ACTION_GOTO,DOWN,385.000000,105.000000,185.000000,385.000000,105.000000,210.000000,0.000000,0.000000,25.000000,25.000000,,,
2026-08-27T10:19:26.846,2026-08-27T10:21:59.601,completed,off,152.753539,5868.747844,6,2026-08-27T10:19:48.699,2026-08-27T10:19:49.619,done,awal,ACTION_GOTO,UP,385.000000,105.000000,210.000000,385.000000,105.000000,185.000000,0.000000,0.000000,-25.000000,25.000000,,,
2026-08-27T10:19:26.846,2026-08-27T10:21:59.601,completed,off,152.753539,5868.747844,7,2026-08-27T10:19:49.635,2026-08-27T10:19:56.738,done,awal,LINE,,385.000000,105.000000,185.000000,0.000000,0.000000,190.000000,-385.000000,-105.000000,5.000000,399.092721,,,
2026-08-27T10:19:26.846,2026-08-27T10:21:59.601,completed,off,152.753539,5868.747844,8,2026-08-27T10:19:56.854,2026-08-27T10:19:57.853,done,awal,ACTION_GOTO,DOWN,0.000000,0.000000,190.000000,0.000000,0.000000,215.000000,0.000000,0.000000,25.000000,25.000000,,,
2026-08-27T10:19:26.846,2026-08-27T10:21:59.601,completed,off,152.753539,5868.747844,9,2026-08-27T10:19:58.867,2026-08-27T10:19:59.866,done,awal,ACTION_GOTO,UP,0.000000,0.000000,215.000000,0.000000,0.000000,190.000000,0.000000,0.000000,-25.000000,25.000000,,,
2026-08-27T10:19:26.846,2026-08-27T10:21:59.601,completed,off,152.753539,5868.747844,10,2026-08-27T10:19:59.866,2026-08-27T10:20:11.390,done,awal,LINE,,0.000000,0.000000,190.000000,385.000000,165.000000,185.000000,385.000000,165.000000,-5.000000,418.897362,,,
