run_started_at,run_finished_at,run_status,cycle_mode,total_time_s,total_distance_mm,segment_index,queued_at,done_at,segment_status,pass_label,mode,action_label,start_x_mm,start_y_mm,start_z_mm,end_x_mm,end_y_mm,end_z_mm,dx_mm,dy_mm,dz_mm,distance_mm,arc_center_x_mm,arc_center_y_mm,arc_sweep_deg
2026-08-27T11:25:39.140,2026-08-27T11:27:10.096,error_partial,off,90.958795,3546.852294,1,2026-08-27T11:25:40.370,2026-08-27T11:25:44.578,done,awal,LINE,,0.000000,0.000000,0.071429,0.000000,0.000000,190.000000,0.000000,0.000000,189.928571,189.928571,,,
2026-08-27T11:25:39.140,2026-08-27T11:27:10.096,error_partial,off,90.958795,3546.852294,2,2026-08-27T11:25:44.710,2026-08-27T11:25:45.760,done,awal,ACTION_GOTO,DOWN,0.000000,0.000000,190.000000,0.000000,0.000000,215.000000,0.000000,0.000000,25.000000,25.000000,,,
2026-08-27T11:25:39.140,2026-08-27T11:27:10.096,error_partial,off,90.958795,3546.852294,3,2026-08-27T11:25:49.301,2026-08-27T11:25:50.271,done,awal,ACTION_GOTO,UP,0.000000,0.000000,215.000000,0.000000,0.000000,190.000000,0.000000,0.000000,-25.000000,25.000000,,,
2026-08-27T11:25:39.140,2026-08-27T11:27:10.096,error_partial,off,90.958795,3546.852294,4,2026-08-27T11:25:50.279,2026-08-27T11:26:02.745,done,awal,LINE,,0.000000,0.000000,190.000000,385.000000,105.000000,185.000000,385.000000,105.000000,-5.000000,399.092721,,,
2026-08-27T11:25:39.140,2026-08-27T11:27:10.096,error_partial,off,90.958795,3546.852294,5,2026-08-27T11:26:02.872,2026-08-27T11:26:03.742,done,awal,ACTION_GOTO,DOWN,385.000000,105.000000,185.000000,385.000000,105.000000,210.000000,0.000000,0.000000,25.000000,25.000000,,,
2026-08-27T11:25:39.140,2026-08-27T11:27:10.096,error_partial,off,90.958795,3546.852294,6,2026-08-27T11:26:04.756,2026-08-27T11:26:05.796,done,awal,ACTION_GOTO,UP,385.000000,105.000000,210.000000,385.000000,105.000000,185.000000,0.000000,0.000000,-25.000000,25.000000,,,
2026-08-27T11:25:39.140,2026-08-27T11:27:10.096,error_partial,off,90.958795,3546.852294,7,2026-08-27T11:26:05.809,2026-08-27T11:26:13.055,done,awal,LINE,,385.000000,105.000000,185.000000,0.000000,0.000000,190.000000,-385.000000,-105.000000,5.000000,399.092721,,,
2026-08-27T11:25:39.140,2026-08-27T11:27:10.096,error_partial,off,90.958795,3546.852294,8,2026-08-27T11:26:13.172,2026-08-27T11:26:14.138,done,awal,ACTION_GOTO,DOWN,0.000000,0.000000,190.000000,0.000000,0.000000,215.000000,0.000000,0.000000,25.000000,25.000000,,,
2026-08-27T11:25:39.140,2026-08-27T11:27:10.096,error_partial,off,90.958795,3546.852294,9,2026-08-27T11:26:15.151,2026-08-27T11:26:16.165,done,awal,ACTION_GOTO,UP,0.000000,0.000000,215.000000,0.000000,0.000000,190.000000,0.000000,0.000000,-25.000000,25.000000,,,
2026-08-27T11:25:39.140,2026-08-27T11:27:10.096,error_partial,off,90.958795,3546.852294,10,2026-08-27T11:26:16.173,2026-08-27T11:26:27.610,done,awal,LINE,,0.000000,0.000000,190.000000,385.000000,165.000000,185.000000,385.000000,165.000000,-5.000000,418.897362,,,
