run_started_at,run_finished_at,run_status,cycle_mode,total_time_s,total_distance_mm,segment_index,queued_at,done_at,segment_status,pass_label,mode,action_label,start_x_mm,start_y_mm,start_z_mm,end_x_mm,end_y_mm,end_z_mm,dx_mm,dy_mm,dz_mm,distance_mm,arc_center_x_mm,arc_center_y_mm,arc_sweep_deg
2026-08-27T11:38:11.144,2026-08-27T11:38:59.524,stopped_partial,off,48.381920,1557.082804,1,2026-08-27T11:38:12.293,2026-08-27T11:38:16.581,done,awal,LINE,,0.000000,0.000000,0.000000,0.000000,0.000000,190.000000,0.000000,0.000000,190.000000,190.000000,,,
2026-08-27T11:38:11.144,2026-08-27T11:38:59.524,stopped_partial,off,48.381920,1557.082804,2,2026-08-27T11:38:16.713,2026-08-27T11:38:17.604,done,awal,ACTION_GOTO,DOWN,0.000000,0.000000,190.000000,0.000000,0.000000,215.000000,0.000000,0.000000,25.000000,25.000000,,,
2026-08-27T11:38:11.144,2026-08-27T11:38:59.524,stopped_partial,off,48.381920,1557.082804,3,2026-08-27T11:38:18.621,2026-08-27T11:38:19.720,done,awal,ACTION_GOTO,UP,0.000000,0.000000,215.000000,0.000000,0.000000,190.000000,0.000000,0.000000,-25.000000,25.000000,,,
2026-08-27T11:38:11.144,2026-08-27T11:38:59.524,stopped_partial,off,48.381920,1557.082804,4,2026-08-27T11:38:19.729,2026-08-27T11:38:31.210,done,awal,LINE,,0.000000,0.000000,190.000000,385.000000,105.000000,185.000000,385.000000,105.000000,-5.000000,399.092721,,,
2026-08-27T11:38:11.144,2026-08-27T11:38:59.524,stopped_partial,off,48.381920,1557.082804,5,2026-08-27T11:38:31.342,2026-08-27T11:38:32.192,done,awal,ACTION_GOTO,DOWN,385.000000,105.000000,185.000000,385.000000,105.000000,210.000000,0.000000,0.000000,25.000000,25.000000,,,
2026-08-27T11:38:11.144,2026-08-27T11:38:59.524,stopped_partial,off,48.381920,1557.082804,6,2026-08-27T11:38:35.748,2026-08-27T11:38:36.679,done,awal,ACTION_GOTO,UP,385.000000,105.000000,210.000000,385.000000,105.000000,185.000000,0.000000,0.000000,-25.000000,25.000000,,,
2026-08-27T11:38:11.144,2026-08-27T11:38:59.524,stopped_partial,off,48.381920,1557.082804,7,2026-08-27T11:38:36.696,2026-08-27T11:38:43.662,done,awal,LINE,,385.000000,105.000000,185.000000,0.000000,0.000000,190.000000,-385.000000,-105.000000,5.000000,399.092721,,,
2026-08-27T11:38:11.144,2026-08-27T11:38:59.524,stopped_partial,off,48.381920,1557.082804,8,2026-08-27T11:38:43.799,2026-08-27T11:38:44.633,done,awal,ACTION_GOTO,DOWN,0.000000,0.000000,190.000000,0.000000,0.000000,215.000000,0.000000,0.000000,25.000000,25.000000,,,
2026-08-27T11:38:11.144,2026-08-27T11:38:59.524,stopped_partial,off,48.381920,1557.082804,9,2026-08-27T11:38:45.650,2026-08-27T11:38:46.628,done,awal,ACTION_GOTO,UP,0.000000,0.000000,215.000000,0.000000,0.000000,190.000000,0.000000,0.000000,-25.000000,25.000000,,,
2026-08-27T11:38:11.144,2026-08-27T11:38:59.524,stopped_partial,off,48.381920,1557.082804,10,2026-08-27T11:38:46.628,,queued_or_interrupted,awal,LINE,,0.000000,0.000000,190.000000,385.000000,165.000000,185.000000,385.000000,165.000000,-5.000000,418.897362,,,
