training_started_at,segment,epoch,role,rank,candidate_id,fitness,objective_j,distance_mm,valid,control_point_index,x_mm,y_mm,z_mm
20260824_115654,S3A,1,prey,17,prey_17,0.000001,1001228.281159,1228.281159,0,1,16.330720,41.124310,0.503949
20260824_115654,S3A,1,prey,17,prey_17,0.000001,1001228.281159,1228.281159,0,2,0.000000,0.000000,43.498858
20260824_115654,S3A,1,prey,17,prey_17,0.000001,1001228.281159,1228.281159,0,3,0.000000,35.480555,25.164964
20260824_115654,S3A,1,prey,17,prey_17,0.000001,1001228.281159,1228.281159,0,4,103.637454,37.761835,26.787389
20260824_115654,S3A,1,prey,17,prey_17,0.000001,1001228.281159,1228.281159,0,5,132.514058,58.494497,0.000000
20260824_115654,S3A,1,prey,17,prey_17,0.000001,1001228.281159,1228.281159,0,6,229.980487,145.939980,0.000000
20260824_115654,S3A,1,prey,17,prey_17,0.000001,1001228.281159,1228.281159,0,7,312.758387,167.898433,0.000000
20260824_115654,S3A,1,prey,17,prey_17,0.000001,1001228.281159,1228.281159,0,8,363.656906,205.442033,17.761535
20260824_115654,S3A,1,prey,18,prey_18,0.000001,1001238.347643,1238.347643,0,1,39.447385,0.000000,0.000000
20260824_115654,S3A,1,prey,18,prey_18,0.000001,1001238.347643,1238.347643,0,2,0.000000,0.000000,23.704371
20260824_115654,S3A,1,prey,18,prey_18,0.000001,1001238.347643,1238.347643,0,3,0.000000,0.000000,0.000000
20260824_115654,S3A,1,prey,18,prey_18,0.000001,1001238.347643,1238.347643,0,4,60.530156,21.046382,24.616120
20260824_115654,S3A,1,prey,18,prey_18,0.000001,1001238.347643,1238.347643,0,5,117.066877,82.834471,37.511959
20260824_115654,S3A,1,prey,18,prey_18,0.000001,1001238.347643,1238.347643,0,6,218.621492,113.419903,13.642796
20260824_115654,S3A,1,prey,18,prey_18,0.000001,1001238.347643,1238.347643,0,7,315.386231,172.686655,15.776654
20260824_115654,S3A,1,prey,18,prey_18,0.000001,1001238.347643,1238.347643,0,8,355.379465,230.975952,20.391792
20260824_115654,S3A,1,prey,19,prey_19,0.000001,1001294.786370,1294.786370,0,1,9.913449,18.920035,12.825088
20260824_115654,S3A,1,prey,19,prey_19,0.000001,1001294.786370,1294.786370,0,2,0.000000,15.972696,5.126210
20260824_115654,S3A,1,prey,19,prey_19,0.000001,1001294.786370,1294.786370,0,3,17.027448,0.000000,0.000000
20260824_115654,S3A,1,prey,19,prey_19,0.000001,1001294.786370,1294.786370,0,4,58.981858,60.957341,0.000000
20260824_115654,S3A,1,prey,19,prey_19,0.000001,1001294.786370,1294.786370,0,5,121.862053,45.568453,20.041343
20260824_115654,S3A,1,prey,19,prey_19,0.000001,1001294.786370,1294.786370,0,6,247.161971,117.961007,0.000000
20260824_115654,S3A,1,prey,19,prey_19,0.000001,1001294.786370,1294.786370,0,7,275.770059,203.067917,0.000000
20260824_115654,S3A,1,prey,19,prey_19,0.000001,1001294.786370,1294.786370,0,8,328.200712,194.293704,0.000000
20260824_115654,S3A,1,prey,20,prey_20,0.000001,1001390.063705,1390.063705,0,1,0.000000,0.000000,0.000000
20260824_115654,S3A,1,prey,20,prey_20,0.000001,1001390.063705,1390.063705,0,2,0.000000,27.459403,0.000000
20260824_115654,S3A,1,prey,20,prey_20,0.000001,1001390.063705,1390.063705,0,3,12.696417,0.000000,13.900215
20260824_115654,S3A,1,prey,20,prey_20,0.000001,1001390.063705,1390.063705,0,4,44.363029,62.621381,34.761063
20260824_115654,S3A,1,prey,20,prey_20,0.000001,1001390.063705,1390.063705,0,5,153.484750,52.828565,0.000000
20260824_115654,S3A,1,prey,20,prey_20,0.000001,1001390.063705,1390.063705,0,6,202.691258,108.262251,21.570176
20260824_115654,S3A,1,prey,20,prey_20,0.000001,1001390.063705,1390.063705,0,7,315.534526,167.395448,0.000000
20260824_115654,S3A,1,prey,20,prey_20,0.000001,1001390.063705,1390.063705,0,8,369.971029,251.118642,0.000000
20260824_115654,S3A,1,global_best,0,global_best_00,0.001234,810.464865,810.464865,1,1,0.000000,0.000000,0.000000
20260824_115654,S3A,1,global_best,0,global_best_00,0.001234,810.464865,810.464865,1,2,0.000000,0.000000,0.000000
20260824_115654,S3A,1,global_best,0,global_best_00,0.001234,810.464865,810.464865,1,3,0.000000,0.000000,0.000000
20260824_115654,S3A,1,global_best,0,global_best_00,0.001234,810.464865,810.464865,1,4,64.598381,38.409848,0.000000
20260824_115654,S3A,1,global_best,0,global_best_00,0.001234,810.464865,810.464865,1,5,142.001007,84.433031,0.000000
20260824_115654,S3A,1,global_best,0,global_best_00,0.001234,810.464865,810.464865,1,6,219.403634,130.456215,0.000000
20260824_115654,S3A,1,global_best,0,global_best_00,0.001234,810.464865,810.464865,1,7,296.806260,176.479398,0.000000
20260824_115654,S3A,1,global_best,0,global_best_00,0.001234,810.464865,810.464865,1,8,370.000000,220.000000,0.000000
