training_started_at,segment,epoch,role,rank,candidate_id,fitness,objective_j,distance_mm,valid,control_point_index,x_mm,y_mm,z_mm
20260824_115654,S4A,1,firehawk,2,firehawk_02,0.001134,882.178638,882.178638,1,8,376.046575,274.970692,40.383776
20260824_115654,S4A,1,firehawk,3,firehawk_03,0.001133,882.752534,882.752534,1,1,0.000000,0.000000,0.000000
20260824_115654,S4A,1,firehawk,3,firehawk_03,0.001133,882.752534,882.752534,1,2,18.489428,0.000000,0.000000
20260824_115654,S4A,1,firehawk,3,firehawk_03,0.001133,882.752534,882.752534,1,3,0.000000,0.000000,7.952511
20260824_115654,S4A,1,firehawk,3,firehawk_03,0.001133,882.752534,882.752534,1,4,46.509464,50.009528,40.724737
20260824_115654,S4A,1,firehawk,3,firehawk_03,0.001133,882.752534,882.752534,1,5,134.456958,67.297178,24.610073
20260824_115654,S4A,1,firehawk,3,firehawk_03,0.001133,882.752534,882.752534,1,6,187.285419,167.004524,0.000000
20260824_115654,S4A,1,firehawk,3,firehawk_03,0.001133,882.752534,882.752534,1,7,286.055616,207.957827,0.000000
20260824_115654,S4A,1,firehawk,3,firehawk_03,0.001133,882.752534,882.752534,1,8,351.303187,281.710493,28.824712
20260824_115654,S4A,1,firehawk,4,firehawk_04,0.001109,902.089606,902.089606,1,1,0.000000,0.000000,0.000000
20260824_115654,S4A,1,firehawk,4,firehawk_04,0.001109,902.089606,902.089606,1,2,2.490406,0.000000,11.535821
20260824_115654,S4A,1,firehawk,4,firehawk_04,0.001109,902.089606,902.089606,1,3,21.423129,0.000000,0.000000
20260824_115654,S4A,1,firehawk,4,firehawk_04,0.001109,902.089606,902.089606,1,4,37.553084,43.422051,0.000000
20260824_115654,S4A,1,firehawk,4,firehawk_04,0.001109,902.089606,902.089606,1,5,175.070618,81.885943,0.000000
20260824_115654,S4A,1,firehawk,4,firehawk_04,0.001109,902.089606,902.089606,1,6,242.759617,150.302594,0.000000
20260824_115654,S4A,1,firehawk,4,firehawk_04,0.001109,902.089606,902.089606,1,7,261.548012,223.306266,0.000000
20260824_115654,S4A,1,firehawk,4,firehawk_04,0.001109,902.089606,902.089606,1,8,378.019991,274.294526,0.029538
20260824_115654,S4A,1,firehawk,5,firehawk_05,0.001028,972.514294,972.514294,1,1,0.000000,34.826128,22.052054
20260824_115654,S4A,1,firehawk,5,firehawk_05,0.001028,972.514294,972.514294,1,2,40.615250,9.533870,0.000000
20260824_115654,S4A,1,firehawk,5,firehawk_05,0.001028,972.514294,972.514294,1,3,5.259465,0.000000,0.000000
20260824_115654,S4A,1,firehawk,5,firehawk_05,0.001028,972.514294,972.514294,1,4,70.268231,88.474001,3.038560
20260824_115654,S4A,1,firehawk,5,firehawk_05,0.001028,972.514294,972.514294,1,5,158.338513,115.099847,46.045208
20260824_115654,S4A,1,firehawk,5,firehawk_05,0.001028,972.514294,972.514294,1,6,231.300279,128.482414,5.419032
20260824_115654,S4A,1,firehawk,5,firehawk_05,0.001028,972.514294,972.514294,1,7,269.726642,207.453259,5.575977
20260824_115654,S4A,1,firehawk,5,firehawk_05,0.001028,972.514294,972.514294,1,8,382.497113,285.897557,0.000000
20260824_115654,S4A,1,firehawk,6,firehawk_06,0.000001,1000977.213183,977.213183,0,1,0.000000,0.000000,0.000000
20260824_115654,S4A,1,firehawk,6,firehawk_06,0.000001,1000977.213183,977.213183,0,2,0.502248,0.000000,0.000000
20260824_115654,S4A,1,firehawk,6,firehawk_06,0.000001,1000977.213183,977.213183,0,3,6.670400,0.000000,0.000000
20260824_115654,S4A,1,firehawk,6,firehawk_06,0.000001,1000977.213183,977.213183,0,4,69.373262,29.003069,18.961012
20260824_115654,S4A,1,firehawk,6,firehawk_06,0.000001,1000977.213183,977.213183,0,5,148.431521,79.036093,26.337082
20260824_115654,S4A,1,firehawk,6,firehawk_06,0.000001,1000977.213183,977.213183,0,6,190.388705,136.554335,9.055911
20260824_115654,S4A,1,firehawk,6,firehawk_06,0.000001,1000977.213183,977.213183,0,7,307.881573,260.560328,0.000000
20260824_115654,S4A,1,firehawk,6,firehawk_06,0.000001,1000977.213183,977.213183,0,8,356.100768,246.854746,0.000000
20260824_115654,S4A,1,prey,7,prey_07,0.000001,1001040.195197,1040.195197,0,1,11.597662,2.289910,42.571466
20260824_115654,S4A,1,prey,7,prey_07,0.000001,1001040.195197,1040.195197,0,2,17.809380,3.740538,0.000000
20260824_115654,S4A,1,prey,7,prey_07,0.000001,1001040.195197,1040.195197,0,3,0.000000,24.402910,12.501630
20260824_115654,S4A,1,prey,7,prey_07,0.000001,1001040.195197,1040.195197,0,4,96.425180,59.256954,30.424492
20260824_115654,S4A,1,prey,7,prey_07,0.000001,1001040.195197,1040.195197,0,5,97.292737,118.414260,9.402929
20260824_115654,S4A,1,prey,7,prey_07,0.000001,1001040.195197,1040.195197,0,6,213.089540,187.280629,0.000000
20260824_115654,S4A,1,prey,7,prey_07,0.000001,1001040.195197,1040.195197,0,7,301.616408,230.755632,6.946122
20260824_115654,S4A,1,prey,7,prey_07,0.000001,1001040.195197,1040.195197,0,8,362.664019,301.437903,11.893557
20260824_115654,S4A,1,prey,8,prey_08,0.000001,1001070.869596,1070.869596,0,1,0.000000,0.000000,0.000000
20260824_115654,S4A,1,prey,8,prey_08,0.000001,1001070.869596,1070.869596,0,2,16.867259,0.000000,0.000000
20260824_115654,S4A,1,prey,8,prey_08,0.000001,1001070.869596,1070.869596,0,3,32.336860,0.000000,0.609659
20260824_115654,S4A,1,prey,8,prey_08,0.000001,1001070.869596,1070.869596,0,4,59.207224,69.305899,40.061824
20260824_115654,S4A,1,prey,8,prey_08,0.000001,1001070.869596,1070.869596,0,5,155.665460,133.103443,12.122315
20260824_115654,S4A,1,prey,8,prey_08,0.000001,1001070.869596,1070.869596,0,6,221.890653,169.961698,0.000000
20260824_115654,S4A,1,prey,8,prey_08,0.000001,1001070.869596,1070.869596,0,7,268.459019,190.499569,28.949061
20260824_115654,S4A,1,prey,8,prey_08,0.000001,1001070.869596,1070.869596,0,8,377.293726,302.380032,9.855527
20260824_115654,S4A,1,prey,9,prey_09,0.000001,1001093.654370,1093.654370,0,1,9.924860,0.000000,40.869028
20260824_115654,S4A,1,prey,9,prey_09,0.000001,1001093.654370,1093.654370,0,2,37.718522,18.688612,0.000000
20260824_115654,S4A,1,prey,9,prey_09,0.000001,1001093.654370,1093.654370,0,3,7.904654,0.000000,7.557360
20260824_115654,S4A,1,prey,9,prey_09,0.000001,1001093.654370,1093.654370,0,4,88.720976,41.078248,0.000000
20260824_115654,S4A,1,prey,9,prey_09,0.000001,1001093.654370,1093.654370,0,5,164.169566,135.511396,0.000000
20260824_115654,S4A,1,prey,9,prey_09,0.000001,1001093.654370,1093.654370,0,6,259.349242,155.209135,11.639340
20260824_115654,S4A,1,prey,9,prey_09,0.000001,1001093.654370,1093.654370,0,7,326.104316,203.133699,23.415270
20260824_115654,S4A,1,prey,9,prey_09,0.000001,1001093.654370,1093.654370,0,8,356.457438,249.655269,0.000000
20260824_115654,S4A,1,prey,10,prey_10,0.000001,1001111.565492,1111.565492,0,1,0.358915,0.000000,36.869457
20260824_115654,S4A,1,prey,10,prey_10,0.000001,1001111.565492,1111.565492,0,2,18.661457,34.607181,0.000000
20260824_115654,S4A,1,prey,10,prey_10,0.000001,1001111.565492,1111.565492,0,3,5.094208,17.432334,0.000000
20260824_115654,S4A,1,prey,10,prey_10,0.000001,1001111.565492,1111.565492,0,4,69.718082,70.237929,0.000000
20260824_115654,S4A,1,prey,10,prey_10,0.000001,1001111.565492,1111.565492,0,5,150.745527,81.053931,38.145663
20260824_115654,S4A,1,prey,10,prey_10,0.000001,1001111.565492,1111.565492,0,6,228.988650,178.806470,26.604546
20260824_115654,S4A,1,prey,10,prey_10,0.000001,1001111.565492,1111.565492,0,7,281.432008,175.713885,0.000000
20260824_115654,S4A,1,prey,10,prey_10,0.000001,1001111.565492,1111.565492,0,8,333.889125,265.657390,12.151587
20260824_115654,S4A,1,prey,11,prey_11,0.000001,1001124.698736,1124.698736,0,1,29.054899,0.000000,0.000000
20260824_115654,S4A,1,prey,11,prey_11,0.000001,1001124.698736,1124.698736,0,2,0.000000,0.000000,33.225126
20260824_115654,S4A,1,prey,11,prey_11,0.000001,1001124.698736,1124.698736,0,3,0.000000,0.000000,38.904890
20260824_115654,S4A,1,prey,11,prey_11,0.000001,1001124.698736,1124.698736,0,4,67.730450,60.959535,32.646063
20260824_115654,S4A,1,prey,11,prey_11,0.000001,1001124.698736,1124.698736,0,5,164.279743,78.257717,0.000000
20260824_115654,S4A,1,prey,11,prey_11,0.000001,1001124.698736,1124.698736,0,6,232.257902,153.267498,0.000000
20260824_115654,S4A,1,prey,11,prey_11,0.000001,1001124.698736,1124.698736,0,7,246.472025,211.038131,0.000000
20260824_115654,S4A,1,prey,11,prey_11,0.000001,1001124.698736,1124.698736,0,8,340.976896,306.134167,25.779730
20260824_115654,S4A,1,prey,12,prey_12,0.000001,1001156.880104,1156.880104,0,1,15.056589,38.505127,0.000000
20260824_115654,S4A,1,prey,12,prey_12,0.000001,1001156.880104,1156.880104,0,2,0.000000,15.429861,23.517160
20260824_115654,S4A,1,prey,12,prey_12,0.000001,1001156.880104,1156.880104,0,3,0.000000,0.000000,31.139894
20260824_115654,S4A,1,prey,12,prey_12,0.000001,1001156.880104,1156.880104,0,4,49.095464,22.243493,10.941561
20260824_115654,S4A,1,prey,12,prey_12,0.000001,1001156.880104,1156.880104,0,5,142.879745,140.268190,0.000000
20260824_115654,S4A,1,prey,12,prey_12,0.000001,1001156.880104,1156.880104,0,6,210.883264,197.352481,0.000000
20260824_115654,S4A,1,prey,12,prey_12,0.000001,1001156.880104,1156.880104,0,7,291.282407,195.805153,19.084573
20260824_115654,S4A,1,prey,12,prey_12,0.000001,1001156.880104,1156.880104,0,8,364.883995,268.821139,16.651915
20260824_115654,S4A,1,prey,13,prey_13,0.000001,1001171.131031,1171.131031,0,1,24.266734,0.000000,0.000000
20260824_115654,S4A,1,prey,13,prey_13,0.000001,1001171.131031,1171.131031,0,2,0.000000,0.000000,14.279243
20260824_115654,S4A,1,prey,13,prey_13,0.000001,1001171.131031,1171.131031,0,3,0.000000,7.365187,28.751239
20260824_115654,S4A,1,prey,13,prey_13,0.000001,1001171.131031,1171.131031,0,4,94.221059,16.734200,0.000000
20260824_115654,S4A,1,prey,13,prey_13,0.000001,1001171.131031,1171.131031,0,5,145.023613,141.397288,0.000000
20260824_115654,S4A,1,prey,13,prey_13,0.000001,1001171.131031,1171.131031,0,6,237.575468,181.399929,0.000000
20260824_115654,S4A,1,prey,13,prey_13,0.000001,1001171.131031,1171.131031,0,7,312.418799,218.763105,0.000000
20260824_115654,S4A,1,prey,13,prey_13,0.000001,1001171.131031,1171.131031,0,8,383.275613,263.908679,26.892540
20260824_115654,S4A,1,prey,14,prey_14,0.000001,1001241.656433,1241.656433,0,1,11.801229,29.495414,2.141918
20260824_115654,S4A,1,prey,14,prey_14,0.000001,1001241.656433,1241.656433,0,2,2.550589,0.000000,0.000000
20260824_115654,S4A,1,prey,14,prey_14,0.000001,1001241.656433,1241.656433,0,3,0.000000,0.000000,14.020191
20260824_115654,S4A,1,prey,14,prey_14,0.000001,1001241.656433,1241.656433,0,4,57.570721,13.091883,4.860097
20260824_115654,S4A,1,prey,14,prey_14,0.000001,1001241.656433,1241.656433,0,5,101.181914,105.813640,0.000000
20260824_115654,S4A,1,prey,14,prey_14,0.000001,1001241.656433,1241.656433,0,6,214.399669,164.020095,0.000000
20260824_115654,S4A,1,prey,14,prey_14,0.000001,1001241.656433,1241.656433,0,7,301.311183,256.918671,0.000000
20260824_115654,S4A,1,prey,14,prey_14,0.000001,1001241.656433,1241.656433,0,8,382.129099,268.286953,0.000000
20260824_115654,S4A,1,prey,15,prey_15,0.000001,1001250.272102,1250.272102,0,1,0.000000,10.185364,4.912385
20260824_115654,S4A,1,prey,15,prey_15,0.000001,1001250.272102,1250.272102,0,2,35.535683,0.000000,19.601381
20260824_115654,S4A,1,prey,15,prey_15,0.000001,1001250.272102,1250.272102,0,3,29.209353,0.000000,14.694963
20260824_115654,S4A,1,prey,15,prey_15,0.000001,1001250.272102,1250.272102,0,4,81.374076,30.665863,0.000000
20260824_115654,S4A,1,prey,15,prey_15,0.000001,1001250.272102,1250.272102,0,5,165.593901,114.254857,0.000000
20260824_115654,S4A,1,prey,15,prey_15,0.000001,1001250.272102,1250.272102,0,6,214.739868,179.843004,11.748822
20260824_115654,S4A,1,prey,15,prey_15,0.000001,1001250.272102,1250.272102,0,7,267.485589,260.900304,7.838634
20260824_115654,S4A,1,prey,15,prey_15,0.000001,1001250.272102,1250.272102,0,8,351.231337,257.796342,0.000000
20260824_115654,S4A,1,prey,16,prey_16,0.000001,1001304.733121,1304.733121,0,1,0.000000,17.770478,14.124110
20260824_115654,S4A,1,prey,16,prey_16,0.000001,1001304.733121,1304.733121,0,2,16.110594,10.883201,11.235465
20260824_115654,S4A,1,prey,16,prey_16,0.000001,1001304.733121,1304.733121,0,3,0.000000,25.240413,0.000000
20260824_115654,S4A,1,prey,16,prey_16,0.000001,1001304.733121,1304.733121,0,4,61.992946,39.072608,28.801802
20260824_115654,S4A,1,prey,16,prey_16,0.000001,1001304.733121,1304.733121,0,5,135.906707,96.297758,45.350016
20260824_115654,S4A,1,prey,16,prey_16,0.000001,1001304.733121,1304.733121,0,6,209.772153,174.054814,0.000000
20260824_115654,S4A,1,prey,16,prey_16,0.000001,1001304.733121,1304.733121,0,7,264.093734,246.671374,0.000000
20260824_115654,S4A,1,prey,16,prey_16,0.000001,1001304.733121,1304.733121,0,8,364.126341,293.424680,39.382006
20260824_115654,S4A,1,prey,17,prey_17,0.000001,1001306.043320,1306.043320,0,1,18.759694,14.906609,0.000000
20260824_115654,S4A,1,prey,17,prey_17,0.000001,1001306.043320,1306.043320,0,2,20.658667,0.000000,39.952593
20260824_115654,S4A,1,prey,17,prey_17,0.000001,1001306.043320,1306.043320,0,3,41.278289,0.000000,0.000000
20260824_115654,S4A,1,prey,17,prey_17,0.000001,1001306.043320,1306.043320,0,4,42.181909,72.477927,9.594315
20260824_115654,S4A,1,prey,17,prey_17,0.000001,1001306.043320,1306.043320,0,5,144.031589,106.186117,22.912528
20260824_115654,S4A,1,prey,17,prey_17,0.000001,1001306.043320,1306.043320,0,6,239.228908,198.816994,12.420529
20260824_115654,S4A,1,prey,17,prey_17,0.000001,1001306.043320,1306.043320,0,7,298.523559,202.970285,28.288227
20260824_115654,S4A,1,prey,17,prey_17,0.000001,1001306.043320,1306.043320,0,8,349.630098,298.602606,36.457985
20260824_115654,S4A,1,prey,18,prey_18,0.000001,1001346.495805,1346.495805,0,1,11.240390,21.726969,0.000000
20260824_115654,S4A,1,prey,18,prey_18,0.000001,1001346.495805,1346.495805,0,2,0.000000,46.931256,3.903243
20260824_115654,S4A,1,prey,18,prey_18,0.000001,1001346.495805,1346.495805,0,3,0.000000,0.000000,0.000000
20260824_115654,S4A,1,prey,18,prey_18,0.000001,1001346.495805,1346.495805,0,4,58.565381,95.222533,0.000000
20260824_115654,S4A,1,prey,18,prey_18,0.000001,1001346.495805,1346.495805,0,5,125.764060,123.894161,15.121505
20260824_115654,S4A,1,prey,18,prey_18,0.000001,1001346.495805,1346.495805,0,6,200.431345,161.204057,30.107564
20260824_115654,S4A,1,prey,18,prey_18,0.000001,1001346.495805,1346.495805,0,7,270.234971,231.991450,33.706610
20260824_115654,S4A,1,prey,18,prey_18,0.000001,1001346.495805,1346.495805,0,8,392.654564,245.814778,19.078651
20260824_115654,S4A,1,prey,19,prey_19,0.000001,1001351.190041,1351.190041,0,1,4.439785,0.000000,0.000000
20260824_115654,S4A,1,prey,19,prey_19,0.000001,1001351.190041,1351.190041,0,2,35.476381,16.119592,15.459912
20260824_115654,S4A,1,prey,19,prey_19,0.000001,1001351.190041,1351.190041,0,3,27.524209,0.000000,0.000000
20260824_115654,S4A,1,prey,19,prey_19,0.000001,1001351.190041,1351.190041,0,4,49.147831,42.035397,0.000000
20260824_115654,S4A,1,prey,19,prey_19,0.000001,1001351.190041,1351.190041,0,5,131.470924,113.744314,18.984201
20260824_115654,S4A,1,prey,19,prey_19,0.000001,1001351.190041,1351.190041,0,6,204.895021,177.049994,0.000000
20260824_115654,S4A,1,prey,19,prey_19,0.000001,1001351.190041,1351.190041,0,7,280.252438,217.647083,0.000000
20260824_115654,S4A,1,prey,19,prey_19,0.000001,1001351.190041,1351.190041,0,8,401.159751,292.992829,7.553195
20260824_115654,S4A,1,prey,20,prey_20,0.000001,1001392.202201,1392.202201,0,1,16.202143,12.255764,0.000000
20260824_115654,S4A,1,prey,20,prey_20,0.000001,1001392.202201,1392.202201,0,2,17.993185,43.359398,0.000000
20260824_115654,S4A,1,prey,20,prey_20,0.000001,1001392.202201,1392.202201,0,3,0.000000,2.037687,9.981577
20260824_115654,S4A,1,prey,20,prey_20,0.000001,1001392.202201,1392.202201,0,4,80.292896,65.797781,0.000000
20260824_115654,S4A,1,prey,20,prey_20,0.000001,1001392.202201,1392.202201,0,5,120.491578,140.488386,28.774250
20260824_115654,S4A,1,prey,20,prey_20,0.000001,1001392.202201,1392.202201,0,6,231.600222,126.964795,14.331787
20260824_115654,S4A,1,prey,20,prey_20,0.000001,1001392.202201,1392.202201,0,7,299.717046,224.194884,34.418145
20260824_115654,S4A,1,prey,20,prey_20,0.000001,1001392.202201,1392.202201,0,8,351.712945,315.897375,0.000000
20260824_115654,S4A,1,global_best,0,global_best_00,0.001185,844.004310,844.004310,1,1,0.000000,0.000000,0.000000
20260824_115654,S4A,1,global_best,0,global_best_00,0.001185,844.004310,844.004310,1,2,0.000000,0.000000,0.000000
20260824_115654,S4A,1,global_best,0,global_best_00,0.001185,844.004310,844.004310,1,3,0.000000,0.000000,0.000000
20260824_115654,S4A,1,global_best,0,global_best_00,0.001185,844.004310,844.004310,1,4,68.843897,52.098084,0.000000
20260824_115654,S4A,1,global_best,0,global_best_00,0.001185,844.004310,844.004310,1,5,143.623278,108.687886,0.000000
20260824_115654,S4A,1,global_best,0,global_best_00,0.001185,844.004310,844.004310,1,6,218.402658,165.277687,0.000000
20260824_115654,S4A,1,global_best,0,global_best_00,0.001185,844.004310,844.004310,1,7,293.182039,221.867489,0.000000
20260824_115654,S4A,1,global_best,0,global_best_00,0.001185,844.004310,844.004310,1,8,370.000000,280.000000,0.000000
