training_started_at,segment,epoch,role,rank,candidate_id,fitness,objective_j,distance_mm,valid,control_point_index,x_mm,y_mm,z_mm
20260824_115654,S4B,1,firehawk,1,firehawk_01,0.001074,931.347083,931.347083,1,1,370.000000,280.000000,0.000000
20260824_115654,S4B,1,firehawk,1,firehawk_01,0.001074,931.347083,931.347083,1,2,370.000000,280.000000,0.000000
20260824_115654,S4B,1,firehawk,1,firehawk_01,0.001074,931.347083,931.347083,1,3,367.961420,278.457291,0.000000
20260824_115654,S4B,1,firehawk,1,firehawk_01,0.001074,931.347083,931.347083,1,4,293.182039,221.867489,0.000000
20260824_115654,S4B,1,firehawk,1,firehawk_01,0.001074,931.347083,931.347083,1,5,218.402658,165.277687,0.000000
20260824_115654,S4B,1,firehawk,1,firehawk_01,0.001074,931.347083,931.347083,1,6,143.623278,108.687886,0.000000
20260824_115654,S4B,1,firehawk,1,firehawk_01,0.001074,931.347083,931.347083,1,7,68.843897,52.098084,0.000000
20260824_115654,S4B,1,firehawk,1,firehawk_01,0.001074,931.347083,931.347083,1,8,0.000000,0.000000,0.000000
20260824_115654,S4B,1,firehawk,2,firehawk_02,0.000984,1016.553794,1016.553794,1,1,386.015571,242.435215,0.000000
20260824_115654,S4B,1,firehawk,2,firehawk_02,0.000984,1016.553794,1016.553794,1,2,371.548133,241.126408,0.000000
20260824_115654,S4B,1,firehawk,2,firehawk_02,0.000984,1016.553794,1016.553794,1,3,328.773867,262.483738,0.000000
20260824_115654,S4B,1,firehawk,2,firehawk_02,0.000984,1016.553794,1016.553794,1,4,295.163050,185.983029,0.000000
20260824_115654,S4B,1,firehawk,2,firehawk_02,0.000984,1016.553794,1016.553794,1,5,211.390038,200.771297,0.877558
20260824_115654,S4B,1,firehawk,2,firehawk_02,0.000984,1016.553794,1016.553794,1,6,156.364526,151.493236,0.000000
20260824_115654,S4B,1,firehawk,2,firehawk_02,0.000984,1016.553794,1016.553794,1,7,48.586619,64.906527,0.000000
20260824_115654,S4B,1,firehawk,2,firehawk_02,0.000984,1016.553794,1016.553794,1,8,0.000000,3.319890,19.622363
