training_started_at,segment,epoch,role,rank,candidate_id,fitness,objective_j,distance_mm,valid,control_point_index,x_mm,y_mm,z_mm
20260824_115654,S6A,1,firehawk,1,firehawk_01,0.000996,1003.766672,1003.766672,1,1,0.000000,0.000000,0.000000
20260824_115654,S6A,1,firehawk,1,firehawk_01,0.000996,1003.766672,1003.766672,1,2,0.000000,0.000000,0.000000
20260824_115654,S6A,1,firehawk,1,firehawk_01,0.000996,1003.766672,1003.766672,1,3,7.150359,7.730118,0.000000
20260824_115654,S6A,1,firehawk,1,firehawk_01,0.000996,1003.766672,1003.766672,1,4,76.932131,83.169872,0.000000
20260824_115654,S6A,1,firehawk,1,firehawk_01,0.000996,1003.766672,1003.766672,1,5,146.713904,158.609626,0.000000
20260824_115654,S6A,1,firehawk,1,firehawk_01,0.000996,1003.766672,1003.766672,1,6,216.495676,234.049380,0.000000
20260824_115654,S6A,1,firehawk,1,firehawk_01,0.000996,1003.766672,1003.766672,1,7,286.277449,309.489134,0.000000
20260824_115654,S6A,1,firehawk,1,firehawk_01,0.000996,1003.766672,1003.766672,1,8,370.000000,400.000000,0.000000
20260824_115654,S6A,1,firehawk,2,firehawk_02,0.000945,1058.482919,1058.482919,1,1,18.006420,0.000000,0.000000
20260824_115654,S6A,1,firehawk,2,firehawk_02,0.000945,1058.482919,1058.482919,1,2,15.159952,0.000000,0.000000
20260824_115654,S6A,1,firehawk,2,firehawk_02,0.000945,1058.482919,1058.482919,1,3,39.156824,0.000000,15.707027
20260824_115654,S6A,1,firehawk,2,firehawk_02,0.000945,1058.482919,1058.482919,1,4,93.800814,79.687509,22.044221
20260824_115654,S6A,1,firehawk,2,firehawk_02,0.000945,1058.482919,1058.482919,1,5,123.593250,119.632814,21.104481
20260824_115654,S6A,1,firehawk,2,firehawk_02,0.000945,1058.482919,1058.482919,1,6,199.474349,249.404076,8.684336
20260824_115654,S6A,1,firehawk,2,firehawk_02,0.000945,1058.482919,1058.482919,1,7,279.909481,302.326016,9.216324
20260824_115654,S6A,1,firehawk,2,firehawk_02,0.000945,1058.482919,1058.482919,1,8,345.537013,370.063045,0.000000
20260824_115654,S6A,1,firehawk,3,firehawk_03,0.000882,1133.646453,1133.646453,1,1,14.544406,0.000000,41.193821
20260824_115654,S6A,1,firehawk,3,firehawk_03,0.000882,1133.646453,1133.646453,1,2,0.000000,31.414119,12.839990
20260824_115654,S6A,1,firehawk,3,firehawk_03,0.000882,1133.646453,1133.646453,1,3,18.405782,27.380249,0.000000
20260824_115654,S6A,1,firehawk,3,firehawk_03,0.000882,1133.646453,1133.646453,1,4,108.970758,74.824781,0.000000
20260824_115654,S6A,1,firehawk,3,firehawk_03,0.000882,1133.646453,1133.646453,1,5,139.906216,197.466515,15.657709
20260824_115654,S6A,1,firehawk,3,firehawk_03,0.000882,1133.646453,1133.646453,1,6,218.674340,237.091414,0.000000
20260824_115654,S6A,1,firehawk,3,firehawk_03,0.000882,1133.646453,1133.646453,1,7,305.190353,300.267972,25.517459
20260824_115654,S6A,1,firehawk,3,firehawk_03,0.000882,1133.646453,1133.646453,1,8,401.542053,398.796134,0.000000
20260824_115654,S6A,1,firehawk,4,firehawk_04,0.000868,1151.648768,1151.648768,1,1,0.000000,0.000000,0.000000
20260824_115654,S6A,1,firehawk,4,firehawk_04,0.000868,1151.648768,1151.648768,1,2,10.482950,0.000000,3.359298
20260824_115654,S6A,1,firehawk,4,firehawk_04,0.000868,1151.648768,1151.648768,1,3,31.773477,13.284585,23.600842
20260824_115654,S6A,1,firehawk,4,firehawk_04,0.000868,1151.648768,1151.648768,1,4,76.183353,123.215771,26.472247
20260824_115654,S6A,1,firehawk,4,firehawk_04,0.000868,1151.648768,1151.648768,1,5,157.018884,140.211730,0.000000
20260824_115654,S6A,1,firehawk,4,firehawk_04,0.000868,1151.648768,1151.648768,1,6,185.074589,232.724132,0.000000
20260824_115654,S6A,1,firehawk,4,firehawk_04,0.000868,1151.648768,1151.648768,1,7,274.579177,285.120731,40.863715
20260824_115654,S6A,1,firehawk,4,firehawk_04,0.000868,1151.648768,1151.648768,1,8,398.167305,407.756723,33.924761
20260824_115654,S6A,1,firehawk,5,firehawk_05,0.000865,1156.019154,1156.019154,1,1,0.000000,18.842671,0.000000
20260824_115654,S6A,1,firehawk,5,firehawk_05,0.000865,1156.019154,1156.019154,1,2,0.000000,0.000000,0.000000
20260824_115654,S6A,1,firehawk,5,firehawk_05,0.000865,1156.019154,1156.019154,1,3,0.000000,0.000000,0.000000
20260824_115654,S6A,1,firehawk,5,firehawk_05,0.000865,1156.019154,1156.019154,1,4,93.447156,94.445225,35.532380
20260824_115654,S6A,1,firehawk,5,firehawk_05,0.000865,1156.019154,1156.019154,1,5,137.856087,144.370945,44.350377
20260824_115654,S6A,1,firehawk,5,firehawk_05,0.000865,1156.019154,1156.019154,1,6,194.757623,223.986823,42.533033
20260824_115654,S6A,1,firehawk,5,firehawk_05,0.000865,1156.019154,1156.019154,1,7,314.215973,291.173314,23.713632
20260824_115654,S6A,1,firehawk,5,firehawk_05,0.000865,1156.019154,1156.019154,1,8,397.684200,362.939379,0.000000
