training_started_at,segment,epoch,role,rank,candidate_id,fitness,objective_j,distance_mm,valid,control_point_index,x_mm,y_mm,z_mm
20260824_115654,S2A,1,firehawk,1,firehawk_01,0.001277,783.112887,783.112887,1,1,0.000000,0.000000,0.000000
20260824_115654,S2A,1,firehawk,1,firehawk_01,0.001277,783.112887,783.112887,1,2,0.000000,0.000000,0.000000
20260824_115654,S2A,1,firehawk,1,firehawk_01,0.001277,783.112887,783.112887,1,3,0.000000,0.000000,0.000000
20260824_115654,S2A,1,firehawk,1,firehawk_01,0.001277,783.112887,783.112887,1,4,60.613103,26.211071,0.000000
20260824_115654,S2A,1,firehawk,1,firehawk_01,0.001277,783.112887,783.112887,1,5,140.478177,60.747320,0.000000
20260824_115654,S2A,1,firehawk,1,firehawk_01,0.001277,783.112887,783.112887,1,6,220.343252,95.283569,0.000000
20260824_115654,S2A,1,firehawk,1,firehawk_01,0.001277,783.112887,783.112887,1,7,300.208327,129.819817,0.000000
20260824_115654,S2A,1,firehawk,1,firehawk_01,0.001277,783.112887,783.112887,1,8,370.000000,160.000000,0.000000
20260824_115654,S2A,1,firehawk,2,firehawk_02,0.001241,806.024255,806.024255,1,1,21.196674,0.000000,0.000000
20260824_115654,S2A,1,firehawk,2,firehawk_02,0.001241,806.024255,806.024255,1,2,6.425718,0.000000,0.000000
20260824_115654,S2A,1,firehawk,2,firehawk_02,0.001241,806.024255,806.024255,1,3,20.141991,0.000000,0.000000
20260824_115654,S2A,1,firehawk,2,firehawk_02,0.001241,806.024255,806.024255,1,4,62.996137,54.019213,0.000000
20260824_115654,S2A,1,firehawk,2,firehawk_02,0.001241,806.024255,806.024255,1,5,141.792896,97.129779,0.000000
20260824_115654,S2A,1,firehawk,2,firehawk_02,0.001241,806.024255,806.024255,1,6,219.405591,85.030773,22.614380
20260824_115654,S2A,1,firehawk,2,firehawk_02,0.001241,806.024255,806.024255,1,7,279.826633,88.784939,18.396455
20260824_115654,S2A,1,firehawk,2,firehawk_02,0.001241,806.024255,806.024255,1,8,324.178539,164.374812,0.000000
20260824_115654,S2A,1,firehawk,3,firehawk_03,0.001185,843.625073,843.625073,1,1,42.934289,0.000000,22.144605
20260824_115654,S2A,1,firehawk,3,firehawk_03,0.001185,843.625073,843.625073,1,2,21.916722,14.949466,23.982884
20260824_115654,S2A,1,firehawk,3,firehawk_03,0.001185,843.625073,843.625073,1,3,15.206287,0.000000,0.000000
20260824_115654,S2A,1,firehawk,3,firehawk_03,0.001185,843.625073,843.625073,1,4,42.709696,0.000000,7.428021
20260824_115654,S2A,1,firehawk,3,firehawk_03,0.001185,843.625073,843.625073,1,5,152.613996,15.264094,0.000000
20260824_115654,S2A,1,firehawk,3,firehawk_03,0.001185,843.625073,843.625073,1,6,269.060536,100.163647,0.937333
20260824_115654,S2A,1,firehawk,3,firehawk_03,0.001185,843.625073,843.625073,1,7,311.804845,157.227397,0.000000
20260824_115654,S2A,1,firehawk,3,firehawk_03,0.001185,843.625073,843.625073,1,8,384.821048,163.443430,3.500282
20260824_115654,S2A,1,firehawk,4,firehawk_04,0.000001,1000882.950349,882.950349,0,1,0.000000,0.000000,35.234887
20260824_115654,S2A,1,firehawk,4,firehawk_04,0.000001,1000882.950349,882.950349,0,2,0.000000,6.821005,16.940090
20260824_115654,S2A,1,firehawk,4,firehawk_04,0.000001,1000882.950349,882.950349,0,3,0.000000,32.181718,0.000000
20260824_115654,S2A,1,firehawk,4,firehawk_04,0.000001,1000882.950349,882.950349,0,4,90.565883,48.047195,0.000000
20260824_115654,S2A,1,firehawk,4,firehawk_04,0.000001,1000882.950349,882.950349,0,5,172.574286,57.392993,20.605369
20260824_115654,S2A,1,firehawk,4,firehawk_04,0.000001,1000882.950349,882.950349,0,6,239.880669,86.529792,25.705783
20260824_115654,S2A,1,firehawk,4,firehawk_04,0.000001,1000882.950349,882.950349,0,7,344.823247,143.906291,2.932189
20260824_115654,S2A,1,firehawk,4,firehawk_04,0.000001,1000882.950349,882.950349,0,8,362.900734,121.651602,29.578413
20260824_115654,S2A,1,firehawk,5,firehawk_05,0.000001,1000923.598276,923.598276,0,1,9.672621,21.859621,43.377339
20260824_115654,S2A,1,firehawk,5,firehawk_05,0.000001,1000923.598276,923.598276,0,2,8.502491,27.690778,20.516429
20260824_115654,S2A,1,firehawk,5,firehawk_05,0.000001,1000923.598276,923.598276,0,3,0.000000,5.323067,0.000000
20260824_115654,S2A,1,firehawk,5,firehawk_05,0.000001,1000923.598276,923.598276,0,4,68.532113,0.000000,0.000000
20260824_115654,S2A,1,firehawk,5,firehawk_05,0.000001,1000923.598276,923.598276,0,5,136.265806,47.127837,0.000000
20260824_115654,S2A,1,firehawk,5,firehawk_05,0.000001,1000923.598276,923.598276,0,6,231.797377,107.124617,0.837002
20260824_115654,S2A,1,firehawk,5,firehawk_05,0.000001,1000923.598276,923.598276,0,7,326.895889,156.555417,0.000000
20260824_115654,S2A,1,firehawk,5,firehawk_05,0.000001,1000923.598276,923.598276,0,8,367.454476,177.984231,0.000000
20260824_115654,S2A,1,firehawk,6,firehawk_06,0.000001,1000960.125382,960.125382,0,1,0.000000,8.942522,30.938408
20260824_115654,S2A,1,firehawk,6,firehawk_06,0.000001,1000960.125382,960.125382,0,2,0.000000,26.774690,9.857383
20260824_115654,S2A,1,firehawk,6,firehawk_06,0.000001,1000960.125382,960.125382,0,3,8.025920,38.678797,19.374611
20260824_115654,S2A,1,firehawk,6,firehawk_06,0.000001,1000960.125382,960.125382,0,4,79.220409,0.000000,1.951889
20260824_115654,S2A,1,firehawk,6,firehawk_06,0.000001,1000960.125382,960.125382,0,5,149.401026,77.326638,39.776134
20260824_115654,S2A,1,firehawk,6,firehawk_06,0.000001,1000960.125382,960.125382,0,6,243.070780,81.465576,33.050831
20260824_115654,S2A,1,firehawk,6,firehawk_06,0.000001,1000960.125382,960.125382,0,7,299.415435,99.347896,0.000000
20260824_115654,S2A,1,firehawk,6,firehawk_06,0.000001,1000960.125382,960.125382,0,8,343.442576,126.921938,4.192251
20260824_115654,S2A,1,prey,7,prey_07,0.000001,1001007.117778,1007.117778,0,1,0.000000,11.400357,33.129352
20260824_115654,S2A,1,prey,7,prey_07,0.000001,1001007.117778,1007.117778,0,2,0.000000,21.288067,21.345898
20260824_115654,S2A,1,prey,7,prey_07,0.000001,1001007.117778,1007.117778,0,3,19.578018,11.880655,0.000000
20260824_115654,S2A,1,prey,7,prey_07,0.000001,1001007.117778,1007.117778,0,4,45.708750,3.168179,8.479521
20260824_115654,S2A,1,prey,7,prey_07,0.000001,1001007.117778,1007.117778,0,5,114.827636,28.866040,0.000000
20260824_115654,S2A,1,prey,7,prey_07,0.000001,1001007.117778,1007.117778,0,6,252.697549,58.127205,0.000000
20260824_115654,S2A,1,prey,7,prey_07,0.000001,1001007.117778,1007.117778,0,7,286.482353,150.750221,0.000000
20260824_115654,S2A,1,prey,7,prey_07,0.000001,1001007.117778,1007.117778,0,8,363.406680,193.690427,15.362443
20260824_115654,S2A,1,prey,8,prey_08,0.000001,1001084.993928,1084.993928,0,1,0.000000,1.245326,2.766848
20260824_115654,S2A,1,prey,8,prey_08,0.000001,1001084.993928,1084.993928,0,2,0.000000,0.000000,0.000000
20260824_115654,S2A,1,prey,8,prey_08,0.000001,1001084.993928,1084.993928,0,3,0.000000,15.578531,7.362472
20260824_115654,S2A,1,prey,8,prey_08,0.000001,1001084.993928,1084.993928,0,4,51.201036,15.997997,0.000000
20260824_115654,S2A,1,prey,8,prey_08,0.000001,1001084.993928,1084.993928,0,5,162.094103,64.838457,25.019874
20260824_115654,S2A,1,prey,8,prey_08,0.000001,1001084.993928,1084.993928,0,6,184.784817,117.118925,12.952543
20260824_115654,S2A,1,prey,8,prey_08,0.000001,1001084.993928,1084.993928,0,7,279.804119,102.549831,36.457760
20260824_115654,S2A,1,prey,8,prey_08,0.000001,1001084.993928,1084.993928,0,8,355.674247,171.641328,44.262468
20260824_115654,S2A,1,prey,9,prey_09,0.000001,1001164.793647,1164.793647,0,1,2.777771,32.681872,0.000000
20260824_115654,S2A,1,prey,9,prey_09,0.000001,1001164.793647,1164.793647,0,2,2.061442,0.000000,20.547864
20260824_115654,S2A,1,prey,9,prey_09,0.000001,1001164.793647,1164.793647,0,3,14.837871,0.000000,0.000000
20260824_115654,S2A,1,prey,9,prey_09,0.000001,1001164.793647,1164.793647,0,4,75.414631,4.587547,0.000000
20260824_115654,S2A,1,prey,9,prey_09,0.000001,1001164.793647,1164.793647,0,5,154.507566,17.970605,0.000000
20260824_115654,S2A,1,prey,9,prey_09,0.000001,1001164.793647,1164.793647,0,6,244.376158,78.244819,22.822722
20260824_115654,S2A,1,prey,9,prey_09,0.000001,1001164.793647,1164.793647,0,7,328.075643,130.720643,0.000000
20260824_115654,S2A,1,prey,9,prey_09,0.000001,1001164.793647,1164.793647,0,8,364.154492,171.512424,45.938923
20260824_115654,S2A,1,prey,10,prey_10,0.000001,1001183.767322,1183.767322,0,1,24.909592,0.000000,0.000000
20260824_115654,S2A,1,prey,10,prey_10,0.000001,1001183.767322,1183.767322,0,2,25.960539,36.319147,0.000000
20260824_115654,S2A,1,prey,10,prey_10,0.000001,1001183.767322,1183.767322,0,3,11.092081,29.931446,17.250279
20260824_115654,S2A,1,prey,10,prey_10,0.000001,1001183.767322,1183.767322,0,4,54.618684,62.705864,0.000000
20260824_115654,S2A,1,prey,10,prey_10,0.000001,1001183.767322,1183.767322,0,5,133.072634,64.357804,0.000000
20260824_115654,S2A,1,prey,10,prey_10,0.000001,1001183.767322,1183.767322,0,6,187.686351,121.053036,0.000000
20260824_115654,S2A,1,prey,10,prey_10,0.000001,1001183.767322,1183.767322,0,7,274.316463,118.709730,0.307043
20260824_115654,S2A,1,prey,10,prey_10,0.000001,1001183.767322,1183.767322,0,8,341.024129,195.260668,18.801900
20260824_115654,S2A,1,prey,11,prey_11,0.000001,1001192.553079,1192.553079,0,1,5.820888,39.623250,17.221311
20260824_115654,S2A,1,prey,11,prey_11,0.000001,1001192.553079,1192.553079,0,2,0.000000,0.000000,15.202237
20260824_115654,S2A,1,prey,11,prey_11,0.000001,1001192.553079,1192.553079,0,3,18.289943,0.000000,26.755853
20260824_115654,S2A,1,prey,11,prey_11,0.000001,1001192.553079,1192.553079,0,4,69.541525,65.223656,12.804874
20260824_115654,S2A,1,prey,11,prey_11,0.000001,1001192.553079,1192.553079,0,5,143.118113,28.471673,0.000000
20260824_115654,S2A,1,prey,11,prey_11,0.000001,1001192.553079,1192.553079,0,6,214.868278,106.388627,0.000000
20260824_115654,S2A,1,prey,11,prey_11,0.000001,1001192.553079,1192.553079,0,7,305.443522,163.095670,17.635654
20260824_115654,S2A,1,prey,11,prey_11,0.000001,1001192.553079,1192.553079,0,8,393.175847,142.186844,0.000000
