training_started_at,segment,epoch,role,rank,candidate_id,fitness,objective_j,distance_mm,valid,control_point_index,x_mm,y_mm,z_mm
20260824_115654,S3B,1,firehawk,1,firehawk_01,0.001225,816.566775,816.566775,1,1,359.069252,229.247352,40.850099
20260824_115654,S3B,1,firehawk,1,firehawk_01,0.001225,816.566775,816.566775,1,2,369.648633,214.933197,0.000000
20260824_115654,S3B,1,firehawk,1,firehawk_01,0.001225,816.566775,816.566775,1,3,356.368877,210.854545,28.208499
20260824_115654,S3B,1,firehawk,1,firehawk_01,0.001225,816.566775,816.566775,1,4,300.437927,154.128390,0.000000
20260824_115654,S3B,1,firehawk,1,firehawk_01,0.001225,816.566775,816.566775,1,5,217.367801,95.492664,31.992782
20260824_115654,S3B,1,firehawk,1,firehawk_01,0.001225,816.566775,816.566775,1,6,159.481119,51.509852,31.951932
20260824_115654,S3B,1,firehawk,1,firehawk_01,0.001225,816.566775,816.566775,1,7,34.439789,26.103134,0.000000
20260824_115654,S3B,1,firehawk,1,firehawk_01,0.001225,816.566775,816.566775,1,8,26.558390,27.172995,28.992839
20260824_115654,S3B,1,firehawk,2,firehawk_02,0.001150,869.823286,869.823286,1,1,386.096861,231.560121,20.363313
20260824_115654,S3B,1,firehawk,2,firehawk_02,0.001150,869.823286,869.823286,1,2,391.940016,225.887854,0.000000
20260824_115654,S3B,1,firehawk,2,firehawk_02,0.001150,869.823286,869.823286,1,3,359.027882,199.701350,0.000000
20260824_115654,S3B,1,firehawk,2,firehawk_02,0.001150,869.823286,869.823286,1,4,283.420833,191.318110,1.346542
20260824_115654,S3B,1,firehawk,2,firehawk_02,0.001150,869.823286,869.823286,1,5,215.062514,148.152920,0.000000
20260824_115654,S3B,1,firehawk,2,firehawk_02,0.001150,869.823286,869.823286,1,6,151.018613,51.011436,0.000000
20260824_115654,S3B,1,firehawk,2,firehawk_02,0.001150,869.823286,869.823286,1,7,19.360582,35.115368,1.376876
20260824_115654,S3B,1,firehawk,2,firehawk_02,0.001150,869.823286,869.823286,1,8,2.263436,0.000000,0.000000
20260824_115654,S3B,1,firehawk,3,firehawk_03,0.001119,893.400734,893.400734,1,1,370.000000,220.000000,0.000000
20260824_115654,S3B,1,firehawk,3,firehawk_03,0.001119,893.400734,893.400734,1,2,370.000000,220.000000,0.000000
20260824_115654,S3B,1,firehawk,3,firehawk_03,0.001119,893.400734,893.400734,1,3,370.000000,220.000000,0.000000
20260824_115654,S3B,1,firehawk,3,firehawk_03,0.001119,893.400734,893.400734,1,4,296.806260,176.479398,0.000000
20260824_115654,S3B,1,firehawk,3,firehawk_03,0.001119,893.400734,893.400734,1,5,219.403634,130.456215,0.000000
20260824_115654,S3B,1,firehawk,3,firehawk_03,0.001119,893.400734,893.400734,1,6,142.001007,84.433031,0.000000
20260824_115654,S3B,1,firehawk,3,firehawk_03,0.001119,893.400734,893.400734,1,7,64.598381,38.409848,0.000000
20260824_115654,S3B,1,firehawk,3,firehawk_03,0.001119,893.400734,893.400734,1,8,0.000000,0.000000,0.000000
20260824_115654,S3B,1,firehawk,4,firehawk_04,0.000872,1146.929994,1146.929994,1,1,376.159586,248.823233,0.000000
20260824_115654,S3B,1,firehawk,4,firehawk_04,0.000872,1146.929994,1146.929994,1,2,403.659724,230.290582,0.000000
20260824_115654,S3B,1,firehawk,4,firehawk_04,0.000872,1146.929994,1146.929994,1,3,395.713304,220.600057,0.000000
20260824_115654,S3B,1,firehawk,4,firehawk_04,0.000872,1146.929994,1146.929994,1,4,272.852903,200.818643,0.722440
20260824_115654,S3B,1,firehawk,4,firehawk_04,0.000872,1146.929994,1146.929994,1,5,184.856661,150.856264,0.000000
20260824_115654,S3B,1,firehawk,4,firehawk_04,0.000872,1146.929994,1146.929994,1,6,112.318263,119.045867,16.525901
