training_started_at,segment,epoch,role,rank,candidate_id,fitness,objective_j,distance_mm,valid,control_point_index,x_mm,y_mm,z_mm
20260824_115654,S1B,1,firehawk,1,firehawk_01,0.001184,844.506424,844.506424,1,1,370.000000,100.000000,0.000000
20260824_115654,S1B,1,firehawk,1,firehawk_01,0.001184,844.506424,844.506424,1,2,370.000000,100.000000,0.000000
20260824_115654,S1B,1,firehawk,1,firehawk_01,0.001184,844.506424,844.506424,1,3,370.000000,100.000000,0.000000
20260824_115654,S1B,1,firehawk,1,firehawk_01,0.001184,844.506424,844.506424,1,4,302.979531,81.886360,0.000000
20260824_115654,S1B,1,firehawk,1,firehawk_01,0.001184,844.506424,844.506424,1,5,221.108632,59.759090,0.000000
20260824_115654,S1B,1,firehawk,1,firehawk_01,0.001184,844.506424,844.506424,1,6,139.237734,37.631820,0.000000
20260824_115654,S1B,1,firehawk,1,firehawk_01,0.001184,844.506424,844.506424,1,7,57.366835,15.504550,0.000000
20260824_115654,S1B,1,firehawk,1,firehawk_01,0.001184,844.506424,844.506424,1,8,0.000000,0.000000,0.000000
20260824_115654,S1B,1,firehawk,2,firehawk_02,0.001180,847.690280,847.690280,1,1,369.857637,83.098601,0.000000
20260824_115654,S1B,1,firehawk,2,firehawk_02,0.001180,847.690280,847.690280,1,2,367.263524,61.485186,0.000000
20260824_115654,S1B,1,firehawk,2,firehawk_02,0.001180,847.690280,847.690280,1,3,359.422397,93.923414,43.905612
20260824_115654,S1B,1,firehawk,2,firehawk_02,0.001180,847.690280,847.690280,1,4,326.149896,91.387538,13.465336
20260824_115654,S1B,1,firehawk,2,firehawk_02,0.001180,847.690280,847.690280,1,5,263.424270,76.855574,0.000000
20260824_115654,S1B,1,firehawk,2,firehawk_02,0.001180,847.690280,847.690280,1,6,112.408711,49.968557,38.902129
20260824_115654,S1B,1,firehawk,2,firehawk_02,0.001180,847.690280,847.690280,1,7,20.284455,0.000000,0.000000
20260824_115654,S1B,1,firehawk,2,firehawk_02,0.001180,847.690280,847.690280,1,8,33.752643,9.207606,21.304959
