training_started_at,segment,epoch,role,rank,candidate_id,fitness,objective_j,distance_mm,valid,control_point_index,x_mm,y_mm,z_mm
20260824_115654,S5B,1,firehawk,1,firehawk_01,0.001107,903.188381,903.188381,1,1,375.964967,368.953439,18.777961
20260824_115654,S5B,1,firehawk,1,firehawk_01,0.001107,903.188381,903.188381,1,2,378.898031,343.264477,0.000000
20260824_115654,S5B,1,firehawk,1,firehawk_01,0.001107,903.188381,903.188381,1,3,351.495936,318.798229,40.703237
20260824_115654,S5B,1,firehawk,1,firehawk_01,0.001107,903.188381,903.188381,1,4,268.063206,267.697063,0.000000
20260824_115654,S5B,1,firehawk,1,firehawk_01,0.001107,903.188381,903.188381,1,5,199.816140,195.773853,0.000000
20260824_115654,S5B,1,firehawk,1,firehawk_01,0.001107,903.188381,903.188381,1,6,111.967602,114.655312,0.000000
20260824_115654,S5B,1,firehawk,1,firehawk_01,0.001107,903.188381,903.188381,1,7,68.591692,92.705564,28.543528
20260824_115654,S5B,1,firehawk,1,firehawk_01,0.001107,903.188381,903.188381,1,8,10.043408,0.000000,38.950827
20260824_115654,S5B,1,firehawk,2,firehawk_02,0.001037,964.233714,964.233714,1,1,370.000000,340.000000,0.000000
20260824_115654,S5B,1,firehawk,2,firehawk_02,0.001037,964.233714,964.233714,1,2,370.000000,340.000000,0.000000
20260824_115654,S5B,1,firehawk,2,firehawk_02,0.001037,964.233714,964.233714,1,3,361.819601,332.482876,0.000000
20260824_115654,S5B,1,firehawk,2,firehawk_02,0.001037,964.233714,964.233714,1,4,289.619105,266.136475,0.000000
20260824_115654,S5B,1,firehawk,2,firehawk_02,0.001037,964.233714,964.233714,1,5,217.418610,199.790074,0.000000
20260824_115654,S5B,1,firehawk,2,firehawk_02,0.001037,964.233714,964.233714,1,6,145.218115,133.443673,0.000000
20260824_115654,S5B,1,firehawk,2,firehawk_02,0.001037,964.233714,964.233714,1,7,73.017619,67.097272,0.000000
20260824_115654,S5B,1,firehawk,2,firehawk_02,0.001037,964.233714,964.233714,1,8,0.000000,0.000000,0.000000
20260824_115654,S5B,1,firehawk,3,firehawk_03,0.000955,1047.186898,1047.186898,1,1,363.317757,326.524550,34.536652
20260824_115654,S5B,1,firehawk,3,firehawk_03,0.000955,1047.186898,1047.186898,1,2,346.520310,313.510038,0.000000
20260824_115654,S5B,1,firehawk,3,firehawk_03,0.000955,1047.186898,1047.186898,1,3,347.651937,350.120670,0.000000
20260824_115654,S5B,1,firehawk,3,firehawk_03,0.000955,1047.186898,1047.186898,1,4,264.546578,304.207252,12.050322
20260824_115654,S5B,1,firehawk,3,firehawk_03,0.000955,1047.186898,1047.186898,1,5,205.558223,235.496443,19.711901
20260824_115654,S5B,1,firehawk,3,firehawk_03,0.000955,1047.186898,1047.186898,1,6,139.929233,100.182905,25.565719
20260824_115654,S5B,1,firehawk,3,firehawk_03,0.000955,1047.186898,1047.186898,1,7,41.544810,37.857767,0.000000
20260824_115654,S5B,1,firehawk,3,firehawk_03,0.000955,1047.186898,1047.186898,1,8,0.000000,0.000000,32.173685
20260824_115654,S5B,1,firehawk,4,firehawk_04,0.000897,1115.422867,1115.422867,1,1,398.351946,375.663820,0.489746
20260824_115654,S5B,1,firehawk,4,firehawk_04,0.000897,1115.422867,1115.422867,1,2,370.879798,297.784052,0.000000
20260824_115654,S5B,1,firehawk,4,firehawk_04,0.000897,1115.422867,1115.422867,1,3,345.565903,292.251658,0.000000
