training_started_at,segment,epoch,role,rank,candidate_id,fitness,objective_j,distance_mm,valid,control_point_index,x_mm,y_mm,z_mm
20260824_115654,S1A,1,firehawk,1,firehawk_01,0.001310,763.275358,763.275358,1,1,0.000000,0.000000,0.000000
20260824_115654,S1A,1,firehawk,1,firehawk_01,0.001310,763.275358,763.275358,1,2,0.000000,0.000000,0.000000
20260824_115654,S1A,1,firehawk,1,firehawk_01,0.001310,763.275358,763.275358,1,3,0.000000,0.000000,0.000000
20260824_115654,S1A,1,firehawk,1,firehawk_01,0.001310,763.275358,763.275358,1,4,57.366835,15.504550,0.000000
20260824_115654,S1A,1,firehawk,1,firehawk_01,0.001310,763.275358,763.275358,1,5,139.237734,37.631820,0.000000
20260824_115654,S1A,1,firehawk,1,firehawk_01,0.001310,763.275358,763.275358,1,6,221.108632,59.759090,0.000000
20260824_115654,S1A,1,firehawk,1,firehawk_01,0.001310,763.275358,763.275358,1,7,302.979531,81.886360,0.000000
20260824_115654,S1A,1,firehawk,1,firehawk_01,0.001310,763.275358,763.275358,1,8,370.000000,100.000000,0.000000
20260824_115654,S1A,1,firehawk,2,firehawk_02,0.001289,775.717937,775.717937,1,1,14.014314,17.521706,31.052933
20260824_115654,S1A,1,firehawk,2,firehawk_02,0.001289,775.717937,775.717937,1,2,0.000000,7.377053,0.000000
20260824_115654,S1A,1,firehawk,2,firehawk_02,0.001289,775.717937,775.717937,1,3,1.340438,0.000000,0.000000
20260824_115654,S1A,1,firehawk,2,firehawk_02,0.001289,775.717937,775.717937,1,4,52.102048,1.967318,8.125728
20260824_115654,S1A,1,firehawk,2,firehawk_02,0.001289,775.717937,775.717937,1,5,130.920115,65.650277,16.737076
20260824_115654,S1A,1,firehawk,2,firehawk_02,0.001289,775.717937,775.717937,1,6,257.228939,90.566351,0.000000
20260824_115654,S1A,1,firehawk,2,firehawk_02,0.001289,775.717937,775.717937,1,7,316.655169,49.701249,0.000000
