training_started_at,segment,epoch,role,rank,candidate_id,fitness,objective_j,distance_mm,valid,control_point_index,x_mm,y_mm,z_mm
20260824_115519,S1A,1,firehawk,1,firehawk_01,0.001310,763.275358,763.275358,1,1,0.000000,0.000000,0.000000
20260824_115519,S1A,1,firehawk,1,firehawk_01,0.001310,763.275358,763.275358,1,2,0.000000,0.000000,0.000000
20260824_115519,S1A,1,firehawk,1,firehawk_01,0.001310,763.275358,763.275358,1,3,0.000000,0.000000,0.000000
20260824_115519,S1A,1,firehawk,1,firehawk_01,0.001310,763.275358,763.275358,1,4,57.366835,15.504550,0.000000
20260824_115519,S1A,1,firehawk,1,firehawk_01,0.001310,763.275358,763.275358,1,5,139.237734,37.631820,0.000000
20260824_115519,S1A,1,firehawk,1,firehawk_01,0.001310,763.275358,763.275358,1,6,221.108632,59.759090,0.000000
20260824_115519,S1A,1,firehawk,1,firehawk_01,0.001310,763.275358,763.275358,1,7,302.979531,81.886360,0.000000
20260824_115519,S1A,1,firehawk,1,firehawk_01,0.001310,763.275358,763.275358,1,8,370.000000,100.000000,0.000000
20260824_115519,S1A,1,firehawk,2,firehawk_02,0.001218,821.342291,821.342291,1,1,17.136470,16.180110,0.000000
20260824_115519,S1A,1,firehawk,2,firehawk_02,0.001218,821.342291,821.342291,1,2,0.000000,0.000000,0.000000
20260824_115519,S1A,1,firehawk,2,firehawk_02,0.001218,821.342291,821.342291,1,3,7.676456,0.000000,0.000000
20260824_115519,S1A,1,firehawk,2,firehawk_02,0.001218,821.342291,821.342291,1,4,36.744863,0.000000,0.000000
20260824_115519,S1A,1,firehawk,2,firehawk_02,0.001218,821.342291,821.342291,1,5,122.645169,14.624851,24.573111
20260824_115519,S1A,1,firehawk,2,firehawk_02,0.001218,821.342291,821.342291,1,6,220.970205,100.063145,0.000000
20260824_115519,S1A,1,firehawk,2,firehawk_02,0.001218,821.342291,821.342291,1,7,314.463361,83.450789,0.000000
20260824_115519,S1A,1,firehawk,2,firehawk_02,0.001218,821.342291,821.342291,1,8,372.495321,71.186650,0.000000
20260824_115519,S1A,1,firehawk,3,firehawk_03,0.001182,845.969476,845.969476,1,1,23.580591,7.459778,0.000000
20260824_115519,S1A,1,firehawk,3,firehawk_03,0.001182,845.969476,845.969476,1,2,0.000000,0.000000,38.543281
20260824_115519,S1A,1,firehawk,3,firehawk_03,0.001182,845.969476,845.969476,1,3,0.000000,0.000000,0.000000
20260824_115519,S1A,1,firehawk,3,firehawk_03,0.001182,845.969476,845.969476,1,4,87.930067,36.420175,0.000000
20260824_115519,S1A,1,firehawk,3,firehawk_03,0.001182,845.969476,845.969476,1,5,121.596366,33.975824,45.191753
20260824_115519,S1A,1,firehawk,3,firehawk_03,0.001182,845.969476,845.969476,1,6,220.073225,40.480782,44.311365
20260824_115519,S1A,1,firehawk,3,firehawk_03,0.001182,845.969476,845.969476,1,7,288.721653,43.535651,25.655156
20260824_115519,S1A,1,firehawk,3,firehawk_03,0.001182,845.969476,845.969476,1,8,363.433904,104.261984,38.792315
20260824_115519,S1A,1,firehawk,4,firehawk_04,0.001166,857.823501,857.823501,1,1,20.843439,21.115726,20.120962
20260824_115519,S1A,1,firehawk,4,firehawk_04,0.001166,857.823501,857.823501,1,2,0.000000,7.032908,0.000000
20260824_115519,S1A,1,firehawk,4,firehawk_04,0.001166,857.823501,857.823501,1,3,0.000000,0.000000,20.468501
20260824_115519,S1A,1,firehawk,4,firehawk_04,0.001166,857.823501,857.823501,1,4,50.226498,12.768893,19.903705
20260824_115519,S1A,1,firehawk,4,firehawk_04,0.001166,857.823501,857.823501,1,5,156.192832,52.733876,6.919852
20260824_115519,S1A,1,firehawk,4,firehawk_04,0.001166,857.823501,857.823501,1,6,255.359245,86.153748,23.122714
20260824_115519,S1A,1,firehawk,4,firehawk_04,0.001166,857.823501,857.823501,1,7,284.975348,75.662483,0.000000
20260824_115519,S1A,1,firehawk,4,firehawk_04,0.001166,857.823501,857.823501,1,8,413.165793,100.042754,4.810453
20260824_115519,S1A,1,firehawk,5,firehawk_05,0.001073,931.832769,931.832769,1,1,0.000000,0.000000,0.000000
20260824_115519,S1A,1,firehawk,5,firehawk_05,0.001073,931.832769,931.832769,1,2,0.000000,0.000000,0.000000
20260824_115519,S1A,1,firehawk,5,firehawk_05,0.001073,931.832769,931.832769,1,3,16.540739,0.000000,0.000000
20260824_115519,S1A,1,firehawk,5,firehawk_05,0.001073,931.832769,931.832769,1,4,58.739728,17.369788,0.000000
20260824_115519,S1A,1,firehawk,5,firehawk_05,0.001073,931.832769,931.832769,1,5,143.547264,60.107414,3.889983
20260824_115519,S1A,1,firehawk,5,firehawk_05,0.001073,931.832769,931.832769,1,6,221.612443,41.858388,0.000000
20260824_115519,S1A,1,firehawk,5,firehawk_05,0.001073,931.832769,931.832769,1,7,317.707240,80.906684,0.000000
20260824_115519,S1A,1,firehawk,5,firehawk_05,0.001073,931.832769,931.832769,1,8,400.469614,74.900930,0.000000
20260824_115519,S1A,1,firehawk,6,firehawk_06,0.000940,1063.431579,1063.431579,1,1,0.000000,14.810654,1.332657
20260824_115519,S1A,1,firehawk,6,firehawk_06,0.000940,1063.431579,1063.431579,1,2,6.206914,0.000000,0.000000
20260824_115519,S1A,1,firehawk,6,firehawk_06,0.000940,1063.431579,1063.431579,1,3,9.875969,0.000000,0.000000
20260824_115519,S1A,1,firehawk,6,firehawk_06,0.000940,1063.431579,1063.431579,1,4,100.935947,20.982305,8.479525
