format,version,record_type,group_index,point_index,action,x_mm,y_mm,z_mm,payload_json
segment_planner_bundle,2,TRAJECTORY,,110,,57.300000,176.800000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,111,,59.700000,170.100000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,112,,62.300000,163.500000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,113,,65.100000,157.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,114,,68.200000,150.600000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,115,,71.400000,144.200000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,116,,74.800000,138.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,117,,78.500000,131.900000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,118,,82.300000,125.900000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,119,,86.300000,120.100000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,120,,90.500000,114.300000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,121,,94.900000,108.700000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,122,,99.400000,103.300000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,123,,104.100000,98.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,124,,109.000000,92.800000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,125,,114.100000,87.800000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,126,,119.300000,83.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,127,,124.600000,78.300000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,128,,130.100000,73.800000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,129,,135.700000,69.400000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,130,,141.500000,65.300000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,131,,147.400000,61.300000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,132,,153.400000,57.600000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,133,,159.600000,54.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,134,,165.800000,50.600000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,135,,172.100000,47.400000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,136,,178.600000,44.400000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,137,,185.100000,41.600000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,138,,191.700000,39.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,139,,198.400000,36.700000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,140,,205.200000,34.500000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,141,,212.100000,32.600000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,142,,218.900000,30.900000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,143,,225.900000,29.400000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,144,,232.900000,28.100000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,145,,239.900000,27.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,146,,247.000000,26.200000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,147,,254.000000,25.600000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,148,,261.100000,25.200000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,149,,268.200000,25.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,150,,275.300000,25.100000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,151,,282.400000,25.300000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,152,,289.500000,25.800000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,153,,296.600000,26.600000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,154,,303.600000,27.500000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,155,,310.600000,28.700000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,156,,317.600000,30.100000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,157,,324.500000,31.700000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,158,,331.400000,33.500000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,159,,338.200000,35.600000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,160,,344.900000,37.800000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,161,,351.600000,40.300000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,162,,358.200000,43.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,163,,364.600000,45.900000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,164,,371.000000,49.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,165,,377.300000,52.300000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,166,,383.500000,55.700000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,167,,389.600000,59.400000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,168,,395.600000,63.300000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,169,,401.400000,67.300000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,170,,407.100000,71.600000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,171,,412.700000,76.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,172,,418.100000,80.600000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,173,,423.300000,85.400000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,174,,428.500000,90.300000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,175,,433.400000,95.400000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,176,,438.200000,100.600000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,177,,442.900000,106.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,178,,447.300000,111.500000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,179,,451.600000,117.200000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,180,,455.700000,123.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,181,,459.600000,128.900000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,182,,463.400000,134.900000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,183,,466.900000,141.100000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,184,,470.200000,147.400000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,185,,473.400000,153.700000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,186,,476.300000,160.200000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,187,,479.000000,166.800000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,188,,481.600000,173.400000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,189,,483.900000,180.100000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,190,,486.000000,186.900000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,191,,487.900000,193.800000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,192,,489.500000,200.700000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,193,,491.000000,207.600000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,194,,492.200000,214.600000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,195,,493.200000,221.700000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,196,,494.000000,228.700000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,197,,494.600000,235.800000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,198,,494.900000,242.900000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,199,,495.000000,250.000000,0.000000,
segment_planner_bundle,2,MAIN_WAYPOINT,,0,GRIP,0.000000,0.000000,190.000000,
segment_planner_bundle,2,MAIN_WAYPOINT,,1,RELEASE,385.000000,105.000000,185.000000,
segment_planner_bundle,2,MAIN_WAYPOINT,,2,RELEASE,385.000000,165.000000,185.000000,
segment_planner_bundle,2,MAIN_WAYPOINT,,3,RELEASE,385.000000,225.000000,185.000000,
segment_planner_bundle,2,MAIN_WAYPOINT,,4,RELEASE,385.000000,285.000000,185.000000,
segment_planner_bundle,2,MAIN_WAYPOINT,,5,RELEASE,385.000000,345.000000,185.000000,
segment_planner_bundle,2,MAIN_WAYPOINT,,6,RELEASE,385.000000,405.000000,185.000000,
segment_planner_bundle,2,GRIP_POINT,,0,,0.000000,0.000000,190.000000,
segment_planner_bundle,2,GRIP_ACTION_POINT,,0,,0.000000,0.000000,215.000000,
segment_planner_bundle,2,RELEASE_POINT,,0,,385.000000,105.000000,185.000000,
segment_planner_bundle,2,RELEASE_POINT,,1,,385.000000,165.000000,185.000000,
segment_planner_bundle,2,RELEASE_POINT,,2,,385.000000,225.000000,185.000000,
segment_planner_bundle,2,RELEASE_POINT,,3,,385.000000,285.000000,185.000000,
segment_planner_bundle,2,RELEASE_POINT,,4,,385.000000,345.000000,185.000000,
segment_planner_bundle,2,RELEASE_POINT,,5,,385.000000,405.000000,185.000000,
segment_planner_bundle,2,RELEASE_ACTION_POINT,,0,,385.000000,105.000000,210.000000,
segment_planner_bundle,2,RELEASE_ACTION_POINT,,1,,385.000000,165.000000,210.000000,
segment_planner_bundle,2,RELEASE_ACTION_POINT,,2,,385.000000,225.000000,210.000000,
segment_planner_bundle,2,RELEASE_ACTION_POINT,,3,,385.000000,285.000000,210.000000,
segment_planner_bundle,2,RELEASE_ACTION_POINT,,4,,385.000000,345.000000,210.000000,
segment_planner_bundle,2,RELEASE_ACTION_POINT,,5,,385.000000,405.000000,210.000000,
segment_planner_bundle,2,PLACED_BOTTLE,,0,,0.000000,0.000000,215.000000,
segment_planner_bundle,2,PLACED_BOTTLE,,1,,385.000000,105.000000,210.000000,
segment_planner_bundle,2,PLACED_BOTTLE,,2,,385.000000,165.000000,210.000000,
segment_planner_bundle,2,PLACED_BOTTLE,,3,,385.000000,225.000000,210.000000,
segment_planner_bundle,2,PLACED_BOTTLE,,4,,385.000000,285.000000,210.000000,
segment_planner_bundle,2,PLACED_BOTTLE,,5,,385.000000,345.000000,210.000000,
segment_planner_bundle,2,PLACED_BOTTLE,,6,,385.000000,405.000000,210.000000,
segment_planner_bundle,2,PLANNING,0,,GRIP,0.000000,0.000000,190.000000,"{""action_point"":[0.0,0.0,215.0]}"
segment_planner_bundle,2,PLANNING,1,,RELEASE,385.000000,105.000000,185.000000,"{""action_point"":[385.0,105.0,210.0]}"
segment_planner_bundle,2,PLANNING,2,,RELEASE,385.000000,165.000000,185.000000,"{""action_point"":[385.0,165.0,210.0]}"
segment_planner_bundle,2,PLANNING,3,,RELEASE,385.000000,225.000000,185.000000,"{""action_point"":[385.0,225.0,210.0]}"
segment_planner_bundle,2,PLANNING,4,,RELEASE,385.000000,285.000000,185.000000,"{""action_point"":[385.0,285.0,210.0]}"
segment_planner_bundle,2,PLANNING,5,,RELEASE,385.000000,345.000000,185.000000,"{""action_point"":[385.0,345.0,210.0]}"
segment_planner_bundle,2,PLANNING,6,,RELEASE,385.000000,405.000000,185.000000,"{""action_point"":[385.0,405.0,210.0]}"
segment_planner_bundle,2,OBSTACLE,0,,,385.000000,65.000000,250.000000,"{""size"":[230.0,10.0,100.0],""is_user"":true}"
segment_planner_bundle,2,OBSTACLE,1,,,385.000000,445.000000,250.000000,"{""size"":[230.0,10.0,100.0],""is_user"":true}"
segment_planner_bundle,2,OBSTACLE,2,,,260.000000,255.000000,250.000000,"{""size"":[10.0,360.0,100.0],""is_user"":true}"
segment_planner_bundle,2,OBSTACLE,3,,,510.000000,255.000000,250.000000,"{""size"":[10.0,360.0,100.0],""is_user"":true}"
segment_planner_bundle,2,OBSTACLE,4,,,125.000000,15.000000,280.000000,"{""size"":[10.0,30.0,20.0],""is_user"":true}"
segment_planner_bundle,2,OBSTACLE,5,,,60.000000,40.000000,280.000000,"{""size"":[120.0,10.0,20.0],""is_user"":true}"
