format,version,record_type,group_index,point_index,action,x_mm,y_mm,z_mm,payload_json
segment_planner_bundle,2,META,,,,,,,"{""current_pos"":[0.0,0.0,0.0],""cycle_mode"":false,""is_optimasi_on"":false,""direct_sequence_mode"":false,""is_gripping"":false,""bottle_bottom"":null,""grip_point"":[0.0,0.0,190.0],""grip_action_point"":[0.0,0.0,215.0],""end_effector_visuals_visible"":true,""servo_grip_angle_deg"":30.0,""servo_release_angle_deg"":95.0,""speed_xy_mm_s"":[40.0,40.0,150.0],""z_deg_per_cm"":14.0,""pulse_per_cm_xy"":[2800.0,1400.0],""grip_release_z_offset"":25.0,""geometry_profile_version"":3,""gripper_size"":[222.0,48.0,34.0],""bottle_size"":[230.0,56.0,140.0],""gripper_bottle_overlap_z"":20.0}"
segment_planner_bundle,2,TRAJECTORY,,0,,495.000000,250.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,1,,494.900000,257.100000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,2,,494.600000,264.200000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,3,,494.000000,271.300000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,4,,493.200000,278.300000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,5,,492.200000,285.400000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,6,,491.000000,292.400000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,7,,489.500000,299.300000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,8,,487.900000,306.200000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,9,,486.000000,313.100000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,10,,483.900000,319.900000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,11,,481.600000,326.600000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,12,,479.000000,333.200000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,13,,476.300000,339.800000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,14,,473.400000,346.300000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,15,,470.200000,352.600000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,16,,466.900000,358.900000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,17,,463.400000,365.100000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,18,,459.600000,371.100000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,19,,455.700000,377.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,20,,451.600000,382.800000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,21,,447.300000,388.500000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,22,,442.900000,394.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,23,,438.200000,399.400000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,24,,433.400000,404.600000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,25,,428.500000,409.700000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,26,,423.300000,414.600000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,27,,418.100000,419.400000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,28,,412.700000,424.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,29,,407.100000,428.400000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,30,,401.400000,432.700000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,31,,395.600000,436.700000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,32,,389.600000,440.600000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,33,,383.500000,444.300000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,34,,377.300000,447.700000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,35,,371.000000,451.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,36,,364.600000,454.100000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,37,,358.200000,457.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,38,,351.600000,459.700000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,39,,344.900000,462.200000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,40,,338.200000,464.400000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,41,,331.400000,466.500000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,42,,324.500000,468.300000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,43,,317.600000,469.900000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,44,,310.600000,471.300000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,45,,303.600000,472.500000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,46,,296.600000,473.400000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,47,,289.500000,474.200000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,48,,282.400000,474.700000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,49,,275.300000,474.900000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,50,,268.200000,475.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,51,,261.100000,474.800000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,52,,254.000000,474.400000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,53,,247.000000,473.800000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,54,,239.900000,473.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,55,,232.900000,471.900000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,56,,225.900000,470.600000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,57,,218.900000,469.100000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,58,,212.100000,467.400000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,59,,205.200000,465.500000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,60,,198.400000,463.300000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,61,,191.700000,461.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,62,,185.100000,458.400000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,63,,178.600000,455.600000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,64,,172.100000,452.600000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,65,,165.800000,449.400000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,66,,159.600000,446.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,67,,153.400000,442.400000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,68,,147.400000,438.700000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,69,,141.500000,434.700000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,70,,135.700000,430.600000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,71,,130.100000,426.200000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,72,,124.600000,421.700000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,73,,119.300000,417.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,74,,114.100000,412.200000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,75,,109.000000,407.200000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,76,,104.100000,402.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,77,,99.400000,396.700000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,78,,94.900000,391.300000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,79,,90.500000,385.700000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,80,,86.300000,379.900000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,81,,82.300000,374.100000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,82,,78.500000,368.100000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,83,,74.800000,362.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,84,,71.400000,355.800000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,85,,68.200000,349.400000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,86,,65.100000,343.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,87,,62.300000,336.500000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,88,,59.700000,329.900000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,89,,57.300000,323.200000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,90,,55.000000,316.500000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,91,,53.100000,309.700000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,92,,51.300000,302.800000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,93,,49.700000,295.900000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,94,,48.400000,288.900000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,95,,47.300000,281.900000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,96,,46.400000,274.800000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,97,,45.700000,267.700000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,98,,45.300000,260.700000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,99,,45.000000,253.600000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,100,,45.000000,246.400000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,101,,45.300000,239.300000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,102,,45.700000,232.300000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,103,,46.400000,225.200000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,104,,47.300000,218.100000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,105,,48.400000,211.100000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,106,,49.700000,204.100000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,107,,51.300000,197.200000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,108,,53.100000,190.300000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,109,,55.000000,183.500000,0.000000,
