format,version,record_type,group_index,point_index,action,x_mm,y_mm,z_mm,payload_json
segment_planner_bundle,2,META,,,,,,,"{""current_pos"":[0.0,0.0,0.0],""cycle_mode"":false,""is_optimasi_on"":false,""direct_sequence_mode"":true,""is_gripping"":false,""bottle_bottom"":null,""grip_point"":[0.0,0.0,190.0],""grip_action_point"":[0.0,0.0,215.0],""end_effector_visuals_visible"":false,""servo_grip_angle_deg"":30.0,""servo_release_angle_deg"":95.0,""speed_xy_mm_s"":[60.0,60.0,100.0],""z_deg_per_cm"":14.0,""pulse_per_cm_xy"":[2800.0,1400.0],""grip_release_z_offset"":25.0,""geometry_profile_version"":3,""gripper_size"":[220.0,60.0,34.0],""bottle_size"":[230.0,56.0,140.0],""gripper_bottle_overlap_z"":20.0}"
segment_planner_bundle,2,TRAJECTORY,,0,,0.000000,0.000000,0.000000,
segment_planner_bundle,2,TRAJECTORY,,1,,0.000000,0.000000,190.000000,
segment_planner_bundle,2,TRAJECTORY,,2,,0.000000,0.000000,50.000000,
segment_planner_bundle,2,TRAJECTORY,,3,,380.000000,105.000000,50.000000,
segment_planner_bundle,2,TRAJECTORY,,4,,380.000000,105.000000,185.000000,
segment_planner_bundle,2,TRAJECTORY,,5,,0.000000,0.000000,185.000000,
segment_planner_bundle,2,TRAJECTORY,,6,,0.000000,0.000000,190.000000,
segment_planner_bundle,2,TRAJECTORY,,7,,0.000000,0.000000,50.000000,
segment_planner_bundle,2,TRAJECTORY,,8,,390.000000,165.000000,50.000000,
segment_planner_bundle,2,TRAJECTORY,,9,,385.000000,165.000000,185.000000,
segment_planner_bundle,2,TRAJECTORY,,10,,0.000000,0.000000,185.000000,
segment_planner_bundle,2,TRAJECTORY,,11,,0.000000,0.000000,190.000000,
segment_planner_bundle,2,TRAJECTORY,,12,,0.000000,0.000000,50.000000,
segment_planner_bundle,2,TRAJECTORY,,13,,385.000000,225.000000,50.000000,
segment_planner_bundle,2,TRAJECTORY,,14,,385.000000,225.000000,185.000000,
segment_planner_bundle,2,TRAJECTORY,,15,,0.000000,0.000000,185.000000,
segment_planner_bundle,2,TRAJECTORY,,16,,0.000000,0.000000,190.000000,
